"year","TaxonName","CommonName","fao_rgn","stock_id","TaxonKey","tons"
1990,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,8078.5179121
1991,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,8149.373889
1992,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,8910.2113809
1993,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,10839.1758484
1994,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,7713.2187121
1995,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,7790.9326084
1996,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,7085.1831471
1997,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,7661.3843336
1998,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,6518.0722357
1999,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,5773.0605449
2000,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,5532.0536342
2001,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,5574.3481239
2002,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,5589.803825
2003,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,5552.01562834
2004,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,7395.18084586
2005,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,6542.79347441
2006,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,7379.72670597
2007,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,7309.04765939
2008,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,7442.70701156
2009,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,6948.80008637
2010,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,7002.4487182
2011,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,7560.8428173
2012,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,8379.8052748
2013,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,8674.2342717
2014,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,8815.08810436
2015,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,8931.60116938
2016,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,9046.8197589
2017,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,9180.93854512
2018,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,9337.8275786
2019,"Dussumieria acuta","Rainbow sardine",51,"Dussumieria_acuta-51",601453,9411.90344054
1950,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,9.85742862307
1951,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,10.047998108686
1952,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,10.238565526086
1953,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,10.289959205686
1954,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,10.413856617386
1955,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,10.463461016586
1956,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,13.346947337298
1957,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,10.448350010986
1958,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,13.353935299398
1959,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,10.426277956386
1960,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,10.467116186
1961,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,13.9248263656
1962,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,16.98899723688
1963,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,17.1856050338
1964,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,17.46743846923
1965,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,20.8530364827
1966,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,24.1645344094
1967,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,23.9257403264
1968,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,24.1736161423
1969,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,27.38340553
1970,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,1084.37895058
1971,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,1239.9041672
1972,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,1725.48641678
1973,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,1794.52274698
1974,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,1765.1861126
1975,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,2398.3735579
1976,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,3561.5040949
1977,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,4335.0730726
1978,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,4076.9376579
1979,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,3920.77793
1980,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,3046.9311764
1981,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,3196.1019492
1982,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,7768.8487349
1983,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,8011.7971356
1984,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,8710.2756335
1985,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,9535.58608
1986,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,9673.1544321
1987,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,9880.658653
1988,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,9646.3435451
1989,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,8945.1827144
1990,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,6742.3202206
1991,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,4134.5755586
1992,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,3564.8563166
1993,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,2301.9981773
1994,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,2271.5155824
1995,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,2265.9876965
1996,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,2166.6865988
1997,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,2701.3804887
1998,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,2878.7628385
1999,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,3033.848501
2000,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,3253.8877648
2001,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,3339.0082484
2002,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,3175.9573589
2003,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,3418.518414
2004,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,3146.3356105
2005,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,2527.297622
2006,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,2066.2693077
2007,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,1692.7194739
2008,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,1482.4604597
2009,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,1673.4459591
2010,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,1773.2492999
2011,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,1981.6143651
2012,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,2054.6841748
2013,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,2050.8135411
2014,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,2136.5836649
2015,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,2031.7946976
2016,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,2122.7555751
2017,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,2207.6423782
2018,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,2392.6451735
2019,"Dussumieria acuta","Rainbow sardine",57,"Dussumieria_acuta-57",601453,2770.2087488
1950,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,271.796557585
1951,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,274.193346278
1952,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,276.590173978
1953,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,277.213382778
1954,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,278.658164678
1955,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,279.318932078
1956,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,364.860695288
1957,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,279.108672478
1958,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,364.996381488
1959,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,278.807207678
1960,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,279.322028
1961,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,531.15802308
1962,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,789.61245966
1963,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,975.28897354
1964,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,1191.0725435
1965,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,1583.6240839
1966,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,1988.8509447
1967,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,1916.0908785
1968,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,2002.0715646
1969,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,2218.8109278
1970,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,7865.1594556
1971,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,8781.1959093
1972,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,11060.3447722
1973,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,11751.6514297
1974,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,11498.4020095
1975,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,15039.9055922
1976,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,22782.480179
1977,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,25996.475497
1978,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,24983.512384
1979,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,25286.609835
1980,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,20426.038761
1981,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,22168.053563
1982,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,46781.701334
1983,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,47977.753173
1984,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,51084.934805
1985,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,55532.352791
1986,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,56525.634423
1987,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,57976.584927
1988,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,58178.27329
1989,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,53997.167163
1990,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,42738.087503
1991,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,29185.217093
1992,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,25578.547623
1993,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,21727.985123
1994,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,21342.028022
1995,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,21854.930167
1996,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,22298.625793
1997,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,21380.720365
1998,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,25196.278391
1999,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,25478.2104
2000,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,27362.93612
2001,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,23872.598259
2002,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,23452.063747
2003,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,23103.794331
2004,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,24531.646231
2005,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,25949.927125
2006,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,21172.00466
2007,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,18827.751065
2008,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,15287.669259
2009,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,16142.982224
2010,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,17688.781866
2011,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,19067.06173
2012,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,19540.291391
2013,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,19661.873359
2014,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,20808.05566
2015,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,21451.157088
2016,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,21314.245028
2017,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,20862.432372
2018,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,22888.266576
2019,"Dussumieria acuta","Rainbow sardine",71,"Dussumieria_acuta-71",601453,25722.814698
1950,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,427.5948402166
1951,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,472.8497896729
1952,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,491.0751105956
1953,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,491.5934268843
1954,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,609.6925648026
1955,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,637.828319931
1956,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,665.6052173351
1957,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,632.5742491552
1958,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,694.4207888437
1959,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,724.5229903752
1960,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,757.3807537042
1961,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,772.2283220085
1962,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,862.4375102772
1963,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,1025.73938619
1964,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,1323.841326114
1965,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,1415.192312525
1966,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,1366.80460438
1967,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,1327.932508293
1968,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,1356.559442909
1969,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,1148.16567311503
1970,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,1638.80866308728
1971,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,1589.08392345008
1972,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,1849.40354358023
1973,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,3246.38399187383
1974,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,3762.42255060182
1975,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,4741.67092913389
1976,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,2198.52275441752
1977,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,2788.55686108365
1978,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,3086.92298316791
1979,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,3213.56270680725
1980,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,3658.7432061821
1981,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,3874.0170127572
1982,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,2669.869929015
1983,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,3478.3860978774
1984,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,4171.59035696
1985,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,3976.6056785158
1986,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,4026.83544789864
1987,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,4105.9087102211
1988,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,4129.670021085
1989,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,4903.791122853
1990,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,5381.06921496
1991,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,5912.0380918957
1992,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,30053.42642907
1993,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,41814.7944471027
1994,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,28715.359603186
1995,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,34257.4553124133
1996,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,29441.0196581101
1997,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,23085.4710281288
1998,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,24839.7736141482
1999,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,26421.322137
2000,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,25412.708807675
2001,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,24149.8475789332
2002,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,19022.2541983805
2003,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,18550.7671714128
2004,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,19419.5484090252
2005,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,19727.7869106843
2006,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,18915.8613866166
2007,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,18616.780856105
2008,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,18082.7099443614
2009,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,17677.376775287
2010,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,18576.6490691216
2011,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,18659.95031956
2012,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,20178.2925004736
2013,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,20678.5338911008
2014,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,18921.3461070512
2015,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,19226.7984594922
2016,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,20018.3399356668
2017,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,18441.617289893
2018,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,17375.5361947862
2019,"Elagatis bipinnulata","Rainbow runner",71,"Elagatis_bipinnulata-71",600412,16731.7894609768
1950,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,3283.5555830949
1951,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,3330.8131284889
1952,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,4333.6570528251
1953,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,3638.5856225985
1954,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,3529.5989704576
1955,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,3513.7101047694
1956,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,3750.7173610313
1957,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,3099.6455174907
1958,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,3348.0848444525
1959,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,3503.7418023422
1960,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,2858.563380211
1961,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,2831.212162058
1962,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,2285.775323916
1963,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,2955.157950021
1964,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,3051.744240205
1965,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,3280.386042431
1966,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,3862.479471156
1967,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,4105.988721107
1968,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,3795.367169953
1969,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,3464.885823499
1970,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,5023.848725714
1971,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,4067.873939188
1972,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,5228.56190292
1973,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,4962.280891835
1974,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,4724.396025446
1975,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,5452.5667563
1976,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,5037.28026488
1977,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,4977.339911486
1978,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,6595.521369576
1979,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,4854.702264303
1980,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,4111.554096831
1981,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,4919.864072191
1982,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,5645.178247712
1983,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,7692.631169572
1984,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,5506.584605836
1985,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,6345.15183512
1986,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,5338.539210155
1987,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,5128.246507525
1988,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,5707.524617664
1989,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,4275.533983242
1990,"Eledone cirrhosa","Horned octopus",37,"Eledone_cirrhosa-37",690684,4624.427556162
