rgn_name,rgn_id,commodity,product,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Argentina,172,"Fish liver oils, nei",fish_oil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,0,5,1,5,5,0,6.9169226120056635,0,1,3,0,0,0,0,26,55,29,12,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Argentina,172,"Oils and fats of aquatic animals, nei",fish_oil,NA,33,0,95,2,0,2,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,172,Ornamental fish nei,ornamentals,3,9,9,9,32,8,5,3,0,0,5,9,2,3,3,24,8,22,2,32,30,8,10,0,17,25,23,38,30,50,60,61,61,56,52,39,0,0,0,0,0,0,0,0,0,0,0
Argentina,172,Other seaweeds and aquatic plants and products thereof,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,0,0,0,0,61,0,58,9,2,0,64.79999401458561,46.189048115021215,96.47286491665119,0,92.058002975234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,172,Z_TOTAL,fish_oil,NA,33,0,95,2,0,2,77,0,0,0,4,29,50,39,80,98,14,61,6.9169226120056635,0,1,3,47,26,0,0,26,55,29,12,1,0,0,0,0,0,0,0,6,0,0,36.85469993660402,0,0,0,0
Argentina,172,Z_TOTAL,ornamentals,3,9,9,9,32,8,5,3,0,0,5,9,2,3,3,24,8,22,2,32,30,8,10,0,17,25,23,38,30,50,60,61,61,56,52,39,0,0,0,0,0,0,0,0,0,0,0
Argentina,172,Z_TOTAL,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,0,583.6315042523175,654.7171973623064,299.5054279783748,113,20,88,38,16,19,100.79999401458561,102.18904811502122,125.47286491665119,37,139.058002975234,25,15,41,9,9,6,5,0,0,2,0,0,0,0,0
Aruba,250,Ornamental fish nei,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.298925510972666,6.992244700263579,3.015996544617167,2.967382763596717,1.7330675782616538,2.8701552015558036,2.821541420535354,0.8899220527608191,5.339532316564915,9.15348397125414,8.772088805785216,2.5784725154331056,2.529858734412656,0.12713172182297416,0,0,0,0,0,0,0,0,0,0,0,0
Aruba,250,Ornamental saltwater fish,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.12713172182297416,0,0,0,0,0,0,0,58.80407432337461,92,2,0,0,0,0
Aruba,250,Z_TOTAL,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.298925510972666,6.992244700263579,3.015996544617167,2.967382763596717,1.7330675782616538,2.8701552015558036,2.821541420535354,0.8899220527608191,5.339532316564915,9.15348397125414,8.772088805785216,2.70560423725608,2.529858734412656,0.12713172182297416,0,0,0,0,0,58.80407432337461,92,2,0,0,0,0
Ascension,85,Ornamental fish nei,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17434620174346202,0,0.17434620174346202,0.0435865504358655,0,0,0.3922789539227895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascension,85,Z_TOTAL,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17434620174346202,0,0.17434620174346202,0.0435865504358655,0,0,0.3922789539227895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,16,Agar agar nei,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,39,36,18,6,1,2,5,15,7,43.223777234925706,511.6766836349929,0,0,40,28,13,9,20,15,31,19,88,24,0,0,0,0
Australia,16,"Fish body oils, nei",fish_oil,29.15572074702078,48,78,5,4,19,12,26,0,8,76,1,0,0,6,2,0,66,54.763905006947596,63.57803430219694,96,7,0,99,0,75.44024929853656,27.7097677955974,0,80.81699786731237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,16,"Fish liver oils, nei",fish_oil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,74,209.90564078203911,0,0,0,0,0,0,0,0,0,0,180.59573899426496,0,0,161.98696649171168,138.09210411741154,180.5420100185453,156.64714764424517,183.1743091592748,260.1234945636342,0,0,0,233.54260407288493,214.9553231606195,87.56262227664244,0,0,0,0,0,0
Australia,16,"Seaweeds and other algae, fit for human consumption, nei",seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.510341396736294,43.37773479219868,65.30317393434962,139.34470456987856,30.979914978584475,99.8098364647758,236.39067689235821,0,0,0,0
Australia,16,Z_TOTAL,fish_oil,29.15572074702078,48,78,5,4,19,12,26,0,8,76,1,0,43,80,211.90564078203911,0,66,54.763905006947596,63.57803430219694,96,7,0,99,0,75.44024929853656,208.30550678986236,0,80.81699786731237,161.98696649171168,138.09210411741154,180.5420100185453,156.64714764424517,183.1743091592748,260.1234945636342,0,0,0,233.54260407288493,214.9553231606195,87.56262227664244,0,0,0,0,0,0
Australia,16,Z_TOTAL,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,39,36,18,6,1,2,5,15,7,43.223777234925706,511.6766836349929,0,0,40,28,13,56.510341396736294,63.37773479219868,80.30317393434962,170.34470456987856,49.979914978584475,187.8098364647758,260.3906768923582,0,0,0,0
Bahamas,110,"Seaweeds and other algae, unfit for human consumption, nei",seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0,0,21.700137145501486,17.07435112423343,20
Bahamas,110,Z_TOTAL,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0,0,21.700137145501486,17.07435112423343,20
Bahrain,52,Ornamental fish nei,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,56,37,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,52,Z_TOTAL,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,56,37,8,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,204,Agar agar nei,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,48,27,61.523912639633636,43,53,0,0,4,0,0,0,0,0,0
Bangladesh,204,Ornamental fish nei,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,43,18,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,86,45,7,2,1,2,26,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,204,Z_TOTAL,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,43,18,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,86,45,7,2,1,2,26,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,204,Z_TOTAL,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,48,27,61.523912639633636,43,53,0,0,4,0,0,0,0,0,0
Barbados,124,"Fish liver oils, nei",fish_oil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,0,1,1,0,5,0,2,4,0,0,0,0,5,2,2,0,0,0,0
Barbados,124,Ornamental fish nei,ornamentals,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,89,26,22,24,20,9,0,0,0,5,0,2,0,0,0,0,4,0,0,0,0,0,0
Barbados,124,Other seaweeds and aquatic plants and products thereof,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbados,124,Z_TOTAL,fish_oil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,3,0,1,1,0,5,0,2,4,0,0,0,0,5,2,2,0,0,0,0
Barbados,124,Z_TOTAL,ornamentals,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,89,26,22,24,20,9,0,0,0,5,0,2,0,0,0,0,4,0,0,0,0,0,0
Barbados,124,Z_TOTAL,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,59,Agar agar nei,seaweeds,0,0,1,1,1,44,29,120.7888045770148,139.5383000651722,148.93530556711187,83.51239117930983,92.90939668124949,70,31,0,0,0,0,27.753575387779208,55.85556086215432,37.19509640544084,74.64957186603365,74.69408738175561,280.4933825942673,224.42295819268298,74.82763392892149,121.63459937573202,46.859195001712266,84.31367046230508,477.162765399171,187.28009134214386,495.9567764030504,355.71394212550666,346.40596765501084,365.1554631431683,299.7325487553662,402.65445411948303,533.6338294422529,0,0,0,0,0,0,0,0,0
Belgium,59,"Fish body oils, nei",fish_oil,NA,NA,NA,NA,NA,75,52,98,0,74,0,0,0,0,0,79,91,0,0,0,0,0,0,52.43464331499602,32.310547467249336,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,59,"Fish liver oils, nei",fish_oil,NA,30,24,60,36.14836905551554,38,23,12,33,67,0,0,0,0,0,0,70.25634487868527,0,78.73569788663382,0,73.59093533715857,77.83061184113284,0,0,0,0,0,0,0,80.30775720194906,57.299202591075726,0,0,0,50.15370415922302,24.001122881251874,88,44.00857366855905,30.43209905897912,34.67177556295339,102.83999429791629,24.28696856831513,21.190582849061215,0,0,0,0
Belgium,59,"Halibuts, liver oils",fish_oil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,0,96,38,0,3,10,19,4,4,0,0,12,0,0,0,0
Belgium,59,Ornamental saltwater fish,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.3943074188403,82,42.07169749989225,71,50.06986532592464,62.649143675186,88.57539114749534,106.87479912091999,75.59975035159528,53.858250955875974,20,33,18,69.85458660794097,70.99360570887552,41.625266814271754,23.697187167995025,97,30,51,40,45,68,90,21.369080727144137,22.508099828078684,86,13.345878781620968,14.484897882555515,15.623916983489835,20.576355833866728,0,0,0,0
Belgium,59,Other seaweeds and aquatic plants and products thereof,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.17567326153686,28.02869928529755,27.982236386691795,76.53883995388756,170.9983396276737,0,146.60388059756144,170.85895093185644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,59,Z_TOTAL,fish_oil,NA,30,24,60,36.14836905551554,113,75,110,33,141,0,0,0,0,0,79,161.25634487868527,0,78.73569788663382,0,73.59093533715857,80.83061184113284,0,52.43464331499602,32.310547467249336,88,0,0,0,80.30775720194906,57.299202591075726,0,96,38,50.15370415922302,27.001122881251874,98,63.00857366855905,34.43209905897912,38.67177556295339,102.83999429791629,24.28696856831513,33.190582849061215,0,0,0,0
Belgium,59,Z_TOTAL,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.3943074188403,82,42.07169749989225,71,50.06986532592464,62.649143675186,88.57539114749534,106.87479912091999,75.59975035159528,53.858250955875974,20,33,18,69.85458660794097,70.99360570887552,41.625266814271754,23.697187167995025,97,30,51,40,45,68,90,21.369080727144137,22.508099828078684,86,13.345878781620968,14.484897882555515,15.623916983489835,20.576355833866728,0,0,0,0
Belgium,59,Z_TOTAL,seaweeds,0,0,1,1,1,44,29,120.7888045770148,139.5383000651722,148.93530556711187,83.51239117930983,92.90939668124949,70,67.17567326153686,28.02869928529755,27.982236386691795,76.53883995388756,170.9983396276737,27.753575387779208,202.45944145971578,208.05404733729728,74.64957186603365,74.69408738175561,280.4933825942673,224.42295819268298,74.82763392892149,121.63459937573202,46.859195001712266,84.31367046230508,477.162765399171,187.28009134214386,495.9567764030504,355.71394212550666,346.40596765501084,365.1554631431683,299.7325487553662,402.65445411948303,533.6338294422529,0,0,0,0,0,0,0,0,0
Belize,164,Ornamental fish nei,ornamentals,NA,6,0,39,65,0,9,7,8,18,20,7,17,42,16,28,30,27,36,32,36,47,0,0,43,20,23,44,90,95,51,41.31639053650164,40.2812508679725,29.36984251136549,84,31.250070649538358,47.9922146195494,28.192164443672297,0,0,0,0,0,0,0,0,0
Belize,164,Other seaweeds and aquatic plants and products thereof,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,164,Z_TOTAL,ornamentals,NA,6,0,39,65,0,9,7,8,18,20,7,17,42,16,28,30,27,36,32,36,47,0,0,43,20,23,44,90,95,51,41.31639053650164,40.2812508679725,29.36984251136549,84,31.250070649538358,47.9922146195494,28.192164443672297,0,0,0,0,0,0,0,0,0
Belize,164,Z_TOTAL,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonaire,245,Ornamental fish nei,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.298925510972666,6.992244700263579,3.015996544617167,2.967382763596717,1.7330675782616538,2.8701552015558036,2.821541420535354,0.8899220527608191,5.339532316564915,9.15348397125414,8.772088805785216,2.5784725154331056,2.529858734412656,0.12713172182297416,0,0,0,0,0,0,0,0,0,0,0,0
Bonaire,245,Z_TOTAL,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.298925510972666,6.992244700263579,3.015996544617167,2.967382763596717,1.7330675782616538,2.8701552015558036,2.821541420535354,0.8899220527608191,5.339532316564915,9.15348397125414,8.772088805785216,2.5784725154331056,2.529858734412656,0.12713172182297416,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,171,Agar agar nei,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.7995806445841,121.84536924490607,275.8222356176015,5,6,92,28,18,27,29,39,0,2,2,8,8,56,75.05684096605869,5,63.28747684100944,81,95,75.23742110440223,3,87.15124934012631,0,0,0,0
Brazil,171,Cod liver oil,fish_oil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,17,0,0,0,15,0,0,0,0,0,0,34,14,4,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Brazil,171,"Fish body oils, nei",fish_oil,33,10,4,0,0,0,0,0,0,0,0,0,17,15,0,0,4,3,18,11,0,26,7,0,3,0,0,0,1,12,3,3,2,4,4,4,0,0,0,27,0,0,0,0,0,0,0
Brazil,171,"Fish liver oils, nei",fish_oil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,1,1,0,0,0,0,6,0,0,0,0,0,0,2,4,0,0,0,0,8,0,0,0,0,0
Brazil,171,Ornamental fish nei,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.13159580061688,0,0,0,0,95.83662723121944,85.76891397922586,76.61424630075112,86,0,0,0,0,0,0,0,0,0,0
Brazil,171,Ornamental saltwater fish,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.82536591101962,65.52919167850996,57.233017446000304,48.953550996062404,40.674084546124504,32.394618096186605,24.09844386367695,0,0,0,0
Brazil,171,Other seaweeds and aquatic plants and products thereof,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,72,88.77729998946283,92.03770732837285,102.9530883007489,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,171,"Seaweeds and other algae, fit for human consumption, nei",seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,19,1,24,260.64591857993355,0,0,0,0
Brazil,171,Z_TOTAL,fish_oil,33,10,4,0,0,0,0,0,0,0,0,0,17,15,0,0,5,20,18,11,0,43,8,1,3,0,0,0,41,26,7,7,2,4,5,6,4,0,0,28,0,8,0,0,0,0,0
Brazil,171,Z_TOTAL,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.13159580061688,0,0,0,0,95.83662723121944,85.76891397922586,76.61424630075112,159.82536591101962,65.52919167850996,57.233017446000304,48.953550996062404,40.674084546124504,32.394618096186605,24.09844386367695,0,0,0,0
Brazil,171,Z_TOTAL,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,346.7995806445841,121.84536924490607,275.8222356176015,5,6,92,28,18,27,29,116,0,74,90.77729998946283,100.03770732837285,110.9530883007489,56,75.05684096605869,9,64.28747684100944,85,114,76.23742110440223,27,347.79716792005985,0,0,0,0
Brunei,247,Ornamental fish nei,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,3,0,19,8,35,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,247,"Seaweeds and other algae, fit for human consumption, nei",seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,24,73,3,0,0,0,0
Brunei,247,Z_TOTAL,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,3,0,19,8,35,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei,247,Z_TOTAL,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,24,73,3,0,0,0,0
Bulgaria,71,Agar agar nei,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,0,0,0,0,0,0,0,0,0,64,11,35,4,0,0,0,0
Bulgaria,71,Ornamental fish nei,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,4,1,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,71,Other seaweeds and aquatic plants and products thereof,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9997999785312,0,13.144382563890872,0,0,0,1,0,0,0,1,0,11.14861656796245,13.564673312223363,10.168211514587028,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,71,"Seaweeds and other algae, fit for human consumption, nei",seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.93289485514481,21.152765353720838,40.570879094922304,40.790749593498276,69.80798495601255,69,91,0,0,0,0
Bulgaria,71,Z_TOTAL,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,4,1,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulgaria,71,Z_TOTAL,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9997999785312,0,13.144382563890872,0,0,0,1,6,0,0,1,0,11.14861656796245,13.564673312223363,10.168211514587028,20.93289485514481,21.152765353720838,40.570879094922304,104.79074959349828,80.80798495601255,104,95,0,0,0,0
Cambodia,24,Ornamental fish nei,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.35158485946158,0,7,34,87,0,7,0,0,0,0,0,0,0,0,0,0
Cambodia,24,Other seaweeds and aquatic plants and products thereof,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,91,0,0,0,64,0,0,0,11,0,20,0,0,0,0,0,0,0,0,0,0
Cambodia,24,Z_TOTAL,ornamentals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.35158485946158,0,7,34,87,0,7,0,0,0,0,0,0,0,0,0,0
Cambodia,24,Z_TOTAL,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,0,91,0,0,0,64,0,0,0,11,0,20,0,0,0,0,0,0,0,0,0,0
Canada,218,Agar agar nei,seaweeds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,19,42.16061777287496,18,71,786.968206601535,78,83,90.02849183736657,151.59659843969507,327.2598153982906,160.63770128808505,95,29,71,106.11392766724089,157.30975150990866,426.32351330545,954.6443440925073,0,1,1,17,0,0,0,0
