rgn_id,rgn_name,year,usd,unit,sector,usd_yr
82,Albania,1984,588900,USD (1),mar,1984
82,Albania,1985,586300,USD (1),mar,1985
82,Albania,1986,1138800,USD (1),mar,1986
82,Albania,1987,1175200,USD (1),mar,1987
82,Albania,1988,1935010,USD (1),mar,1988
82,Albania,1989,938400,USD (1),mar,1989
82,Albania,1990,2221500,USD (1),mar,1990
82,Albania,1991,397200,USD (1),mar,1991
82,Albania,1992,182650,USD (1),mar,1992
82,Albania,1993,191800,USD (1),mar,1993
82,Albania,1994,190450,USD (1),mar,1994
82,Albania,1995,195000,USD (1),mar,1995
82,Albania,1996,175000,USD (1),mar,1996
82,Albania,1997,205000,USD (1),mar,1997
82,Albania,1998,151700,USD (1),mar,1998
82,Albania,1999,204260,USD (1),mar,1999
82,Albania,2000,155990,USD (1),mar,2000
82,Albania,2001,469010,USD (1),mar,2001
82,Albania,2002,720660.0000000001,USD (1),mar,2002
82,Albania,2003,1530780,USD (1),mar,2003
82,Albania,2004,2101570,USD (1),mar,2004
82,Albania,2005,1862420,USD (1),mar,2005
82,Albania,2006,2924339.9999999995,USD (1),mar,2006
82,Albania,2007,4055089.9999999995,USD (1),mar,2007
82,Albania,2008,4232900,USD (1),mar,2008
82,Albania,2009,4469910,USD (1),mar,2009
82,Albania,2010,4821210,USD (1),mar,2010
82,Albania,2011,4497210,USD (1),mar,2011
82,Albania,2012,11794710.000000002,USD (1),mar,2012
82,Albania,2013,13248900,USD (1),mar,2013
82,Albania,2014,13993170,USD (1),mar,2014
82,Albania,2015,12183470.000000002,USD (1),mar,2015
82,Albania,2016,13867130,USD (1),mar,2016
82,Albania,2017,17381190,USD (1),mar,2017
82,Albania,2018,15997529.999999998,USD (1),mar,2018
82,Albania,2019,16769110,USD (1),mar,2019
82,Albania,2020,33336400,USD (1),mar,2020
82,Albania,2021,33804010,USD (1),mar,2021
82,Albania,2022,36408170,USD (1),mar,2022
84,Algeria,1984,319010,USD (1),mar,1984
84,Algeria,1985,327170,USD (1),mar,1985
84,Algeria,1986,576110,USD (1),mar,1986
84,Algeria,1987,631440,USD (1),mar,1987
84,Algeria,1988,509849.99999999994,USD (1),mar,1988
84,Algeria,1989,330850,USD (1),mar,1989
84,Algeria,1990,400960,USD (1),mar,1990
84,Algeria,1991,393320,USD (1),mar,1991
84,Algeria,1992,99240.00000000001,USD (1),mar,1992
84,Algeria,1993,323320,USD (1),mar,1993
84,Algeria,1994,394600,USD (1),mar,1994
84,Algeria,1995,376599.99999999994,USD (1),mar,1995
84,Algeria,1996,329800,USD (1),mar,1996
84,Algeria,1997,329800,USD (1),mar,1997
84,Algeria,1998,313100,USD (1),mar,1998
84,Algeria,1999,271300,USD (1),mar,1999
84,Algeria,2000,388300,USD (1),mar,2000
84,Algeria,2001,530000,USD (1),mar,2001
84,Algeria,2002,543600,USD (1),mar,2002
84,Algeria,2003,170200,USD (1),mar,2003
84,Algeria,2004,137000,USD (1),mar,2004
84,Algeria,2005,131000,USD (1),mar,2005
84,Algeria,2006,181200,USD (1),mar,2006
84,Algeria,2007,247000,USD (1),mar,2007
84,Algeria,2008,2013920,USD (1),mar,2008
84,Algeria,2009,2235370,USD (1),mar,2009
84,Algeria,2010,1688560,USD (1),mar,2010
84,Algeria,2011,1858379.9999999998,USD (1),mar,2011
84,Algeria,2012,3017160,USD (1),mar,2012
84,Algeria,2013,1639790,USD (1),mar,2013
84,Algeria,2014,9299090,USD (1),mar,2014
84,Algeria,2015,3494700,USD (1),mar,2015
84,Algeria,2016,2905560,USD (1),mar,2016
84,Algeria,2017,16088260,USD (1),mar,2017
84,Algeria,2018,12581260,USD (1),mar,2018
84,Algeria,2019,15905120,USD (1),mar,2019
84,Algeria,2020,28468360,USD (1),mar,2020
84,Algeria,2021,18599830,USD (1),mar,2021
