rgn_id,rgn_name,year,usd,unit,sector,usd_yr,adj_usd
82,Albania,1984,588900,USD (1),mar,1984,1389548.4289266812
82,Albania,1985,586300,USD (1),mar,1985,1336042.2532537973
82,Albania,1986,1138800,USD (1),mar,1986,2546724.0766365104
82,Albania,1987,1175200,USD (1),mar,1987,2535221.4242757633
82,Albania,1988,1935010,USD (1),mar,1988,4010785.8074483876
82,Albania,1989,938400,USD (1),mar,1989,1855500.5404678693
82,Albania,1990,2221500,USD (1),mar,1990,4167611.360737294
82,Albania,1991,397200,USD (1),mar,1991,714885.8728507627
82,Albania,1992,182650,USD (1),mar,1992,319071.80350991833
82,Albania,1993,191800,USD (1),mar,1993,325449.8027112779
82,Albania,1994,190450,USD (1),mar,1994,314947.0375836287
82,Albania,1995,195000,USD (1),mar,1995,313671.5656786616
82,Albania,1996,175000,USD (1),mar,1996,273483.75571140164
82,Albania,1997,205000,USD (1),mar,1997,313048.5801059082
82,Albania,1998,151700,USD (1),mar,1998,228114.96830427911
82,Albania,1999,204260,USD (1),mar,1999,300574.07228975964
82,Albania,2000,155990,USD (1),mar,2000,222045.31825880782
82,Albania,2001,469010,USD (1),mar,2001,649266.9565841497
82,Albania,2002,720660.0000000001,USD (1),mar,2002,982059.0906184863
82,Albania,2003,1530780,USD (1),mar,2003,2039723.6101019268
82,Albania,2004,2101570,USD (1),mar,2004,2727270.604848675
82,Albania,2005,1862420,USD (1),mar,2005,2337609.29067634
82,Albania,2006,2924339.9999999995,USD (1),mar,2006,3555767.0323260734
82,Albania,2007,4055089.999999999,USD (1),mar,2007,4793915.240108052
82,Albania,2008,4232900,USD (1),mar,2008,4819111.17749059
82,Albania,2009,4469910,USD (1),mar,2009,5107102.629091957
82,Albania,2010,4821210,USD (1),mar,2010,5419597.241814589
82,Albania,2011,4497210,USD (1),mar,2011,4900677.181738033
82,Albania,2012,11794710.000000002,USD (1),mar,2012,12592295.313011004
82,Albania,2013,13248900,USD (1),mar,2013,13940614.30181169
82,Albania,2014,13993170,USD (1),mar,2014,14488702.965027181
82,Albania,2015,12183470.000000002,USD (1),mar,2015,12599970.00195838
82,Albania,2016,13867130,USD (1),mar,2016,14162515.123350509
82,Albania,2017,17381190,USD (1),mar,2017,17381190
82,Albania,2018,15997529.999999998,USD (1),mar,2018,15663872.289402934
82,Albania,2019,16769110,USD (1),mar,2019,16027865.610805752
82,Albania,2020,33336400,USD (1),mar,2020,31295688.64140781
82,Albania,2021,33804010,USD (1),mar,2021,31347969.898536053
82,Albania,2022,36408170,USD (1),mar,2022,32247960.243600354
84,Algeria,1984,319010,USD (1),mar,1984,752725.1559040594
84,Algeria,1985,327170,USD (1),mar,1985,745544.8473427339
84,Algeria,1986,576110,USD (1),mar,1986,1288367.7623736039
84,Algeria,1987,631440,USD (1),mar,1987,1362185.3438943906
84,Algeria,1988,509849.99999999994,USD (1),mar,1988,1056789.9617715466
84,Algeria,1989,330850,USD (1),mar,1989,654190.4878663624
84,Algeria,1990,400960,USD (1),mar,1990,752214.9228904909
84,Algeria,1991,393320,USD (1),mar,1991,707902.5969528246
84,Algeria,1992,99240,USD (1),mar,1992,173362.63772419543
84,Algeria,1993,323320,USD (1),mar,1993,548615.3817132971
84,Algeria,1994,394600,USD (1),mar,1994,652549.7560015746
84,Algeria,1995,376599.99999999994,USD (1),mar,1995,605788.2647927381
84,Algeria,1996,329800,USD (1),mar,1996,515399.6721921158
84,Algeria,1997,329800,USD (1),mar,1997,503626.4474094074
84,Algeria,1998,313100,USD (1),mar,1998,470816.0618066565
84,Algeria,1999,271300,USD (1),mar,1999,399225.23162739543
84,Algeria,2000,388300,USD (1),mar,2000,552729.0023712743
84,Algeria,2001,530000,USD (1),mar,2001,733697.5480045188
84,Algeria,2002,543600,USD (1),mar,2002,740775.5691452406
84,Algeria,2003,170200,USD (1),mar,2003,226786.97032842602
84,Algeria,2004,137000,USD (1),mar,2004,177789.02100061785
84,Algeria,2005,131000,USD (1),mar,2005,164424.14550885436
84,Algeria,2006,181200,USD (1),mar,2006,220324.9233185897
84,Algeria,2007,247000,USD (1),mar,2007,292002.6594494054
84,Algeria,2008,2013920,USD (1),mar,2008,2292826.2851878973
84,Algeria,2009,2235370,USD (1),mar,2009,2554025.473442035
84,Algeria,2010,1688560,USD (1),mar,2010,1898136.5919838469
84,Algeria,2011,1858380,USD (1),mar,2011,2025104.556157779
84,Algeria,2012,3017160,USD (1),mar,2012,3221187.271802721
84,Algeria,2013,1639790,USD (1),mar,2013,1725402.1032665195
84,Algeria,2014,9299090,USD (1),mar,2014,9628393.913248722
84,Algeria,2015,3494700,USD (1),mar,2015,3614168.6371652693
84,Algeria,2016,2905560,USD (1),mar,2016,2967451.6242223373
84,Algeria,2017,16088260,USD (1),mar,2017,16088260
84,Algeria,2018,12581260,USD (1),mar,2018,12318854.840701882
84,Algeria,2019,15905120,USD (1),mar,2019,15202066.530885585
84,Algeria,2020,28468360,USD (1),mar,2020,26725649.16102244
84,Algeria,2021,18599830,USD (1),mar,2021,17248453.983947106
84,Algeria,2022,19783440,USD (1),mar,2022,17522868.8121829
120,Antigua and Barbuda,1984,0,USD (1),mar,1984,0
120,Antigua and Barbuda,1985,0,USD (1),mar,1985,0
120,Antigua and Barbuda,1986,0,USD (1),mar,1986,0
120,Antigua and Barbuda,1987,0,USD (1),mar,1987,0
120,Antigua and Barbuda,1988,0,USD (1),mar,1988,0
120,Antigua and Barbuda,1989,0,USD (1),mar,1989,0
120,Antigua and Barbuda,1990,0,USD (1),mar,1990,0
120,Antigua and Barbuda,1991,0,USD (1),mar,1991,0
120,Antigua and Barbuda,1992,0,USD (1),mar,1992,0
120,Antigua and Barbuda,1993,0,USD (1),mar,1993,0
120,Antigua and Barbuda,1994,18500,USD (1),mar,1994,30593.4376229831
120,Antigua and Barbuda,1995,18500,USD (1),mar,1995,29758.584436180714
120,Antigua and Barbuda,1996,18500,USD (1),mar,1996,28911.13988949103
120,Antigua and Barbuda,1997,18500,USD (1),mar,1997,28250.72552175269
120,Antigua and Barbuda,1998,18500,USD (1),mar,1998,27818.898573692575
120,Antigua and Barbuda,1999,18520,USD (1),mar,1999,27252.67707238984
120,Antigua and Barbuda,2000,18520,USD (1),mar,2000,26362.4546070461
120,Antigua and Barbuda,2001,18520,USD (1),mar,2001,25637.88413027111
120,Antigua and Barbuda,2002,18520,USD (1),mar,2002,25237.607690525856
120,Antigua and Barbuda,2003,18520,USD (1),mar,2003,24677.407112117802
120,Antigua and Barbuda,2004,18520,USD (1),mar,2004,24033.961087090822
120,Antigua and Barbuda,2005,18520,USD (1),mar,2005,23245.30667804567
120,Antigua and Barbuda,2006,18520,USD (1),mar,2006,22518.860816005967
120,Antigua and Barbuda,2007,18520,USD (1),mar,2007,21894.288473696306
120,Antigua and Barbuda,2008,29630,USD (1),mar,2008,33733.43669565692
120,Antigua and Barbuda,2009,29630,USD (1),mar,2009,33853.80262689733
120,Antigua and Barbuda,2010,29630,USD (1),mar,2010,33307.54442867377
120,Antigua and Barbuda,2011,29630,USD (1),mar,2011,32288.25536163486
120,Antigua and Barbuda,2012,29630,USD (1),mar,2012,31633.648485169706
120,Antigua and Barbuda,2013,29630,USD (1),mar,2013,31176.95822013
120,Antigua and Barbuda,2014,29630,USD (1),mar,2014,30679.272020118056
