rgn_id,admin_country_name,year,value,labor_force_total,cf_prop_percent
58,Spain,2014,68344,23091303,0.2959729037378272
58,Spain,2015,66584,23036096,0.28904203212210955
58,Spain,2016,65016,22977372,0.2829566409944531
58,Spain,2017,68654,22897891,0.2998267395019043
58,Spain,2018,63488,22930164,0.27687547284877684
58,Spain,2019,63868,23139046,0.27601829392620597
58,Spain,2020,62234,22838137,0.2725003357322885
58,Spain,2021,64212,23384158,0.2745961603577944
59,Belgium,2009,1198,4797213,0.024972833184601147
59,Belgium,2010,1228,4893955,0.02509218004660852
59,Belgium,2011,1174,4876780,0.024073261455304525
59,Belgium,2012,1170,4910968,0.02382422365611016
59,Belgium,2013,764,4962050,0.01539686218397638
59,Belgium,2014,1210,4978926,0.024302429881464395
59,Belgium,2015,1126,4989597,0.02256695280199984
59,Belgium,2016,982,4997187,0.01965105568392778
59,Belgium,2017,966,5086330,0.018992082700100072
59,Belgium,2018,1042,5144068,0.020256341867953533
59,Belgium,2019,980,5194405,0.018866453424405683
59,Belgium,2020,1008,5167188,0.01950770902858576
59,Belgium,2021,1032,5259744,0.01962072678822391
69,Latvia,2009,1652,1105823,0.14939099656997548
69,Latvia,2010,1464,1059977,0.13811620440820885
69,Latvia,2011,1338,1033395,0.1294761441655901
69,Latvia,2012,1298,1039903,0.12481933411096996
69,Latvia,2013,1412,1021195,0.13826938048071133
69,Latvia,2014,1278,1006638,0.12695725772323319
69,Latvia,2015,1248,1009906,0.12357585755505959
69,Latvia,2016,2224,1004171,0.22147622267522163
69,Latvia,2017,1098,999649,0.1098385533322196
69,Latvia,2018,1196,1000243,0.1195709442605447
69,Latvia,2019,1040,988868,0.10517076091045517
69,Latvia,2020,1018,988585,0.10297546493220108
69,Latvia,2021,900,956869,0.09405676221091916
70,Estonia,2009,9482,687516,1.3791679030015302
70,Estonia,2010,9208,681606,1.3509270751724602
70,Estonia,2011,7792,687098,1.1340449251780678
70,Estonia,2012,7850,683224,1.1489643220964134
70,Estonia,2013,7874,679674,1.1584965733572272
70,Estonia,2014,7986,674311,1.1843199947798568
70,Estonia,2015,7924,684580,1.1574980279879634
70,Estonia,2016,7924,691052,1.1466575597784248
70,Estonia,2017,7874,700098,1.1246996849012567
70,Estonia,2018,7802,703757,1.1086212996815663
70,Estonia,2019,7810,703307,1.1104681170527237
70,Estonia,2020,8086,703979,1.1486138080823434
70,Estonia,2021,8640,702984,1.2290464647844048
76,Turkey,2009,109814,24694136,0.4446966680672691
76,Turkey,2010,108344,25794958,0.42002006748760745
76,Turkey,2011,90408,26981022,0.33507996843114396
76,Turkey,2012,82108,27535298,0.29819179730686046
76,Turkey,2013,74998,28576887,0.26244286160350494
76,Turkey,2014,73438,29245699,0.25110700893146715
76,Turkey,2015,71642,30216096,0.23709879661489028
76,Turkey,2016,73814,31174275,0.23677856181098036
76,Turkey,2017,73328,32167323,0.22795804301153688
76,Turkey,2018,71874,32874112,0.21863404249520108
76,Turkey,2019,68354,33249207,0.20558084287544062
76,Turkey,2020,82730,31361351,0.2637960335318463
76,Turkey,2021,82946,33070239,0.2508176611605377
79,Israel,2009,3356,3403706,0.0985984100859475
79,Israel,2010,3292,3482638,0.09452604606048634
79,Israel,2011,3228,3531041,0.09141780001988081
79,Israel,2012,3162,3719680,0.08500731245698555
79,Israel,2013,3168,3777692,0.08386072766122807
79,Israel,2014,2160,3878824,0.05568698141498557
79,Israel,2015,2236,3947873,0.056638093474638114
79,Israel,2016,2180,4025458,0.05415532841231979
79,Israel,2017,2100,4091598,0.051324690255494305
79,Israel,2018,2234,4168871,0.053587649989649475
79,Israel,2019,2370,4222447,0.056128590838440365
79,Israel,2020,2302,4193305,0.05489703229314347
79,Israel,2021,2370,4262382,0.05560271228622868
80,Greece,2009,48806,5019313,0.9723641462486998
80,Greece,2010,48638,5028603,0.9672268818994063
80,Greece,2011,43846,4942452,0.8871305174031027
80,Greece,2012,43882,4893346,0.8967687958300925
80,Greece,2013,43180,4838419,0.8924402785289989
80,Greece,2014,43324,4784920,0.9054278859416667
80,Greece,2015,43348,4754679,0.9116914096619352
80,Greece,2016,43200,4730250,0.9132709687648644
80,Greece,2017,42306,4709718,0.8982703423007492
80,Greece,2018,41130,4682252,0.8784234594806088
80,Greece,2019,39778,4684352,0.8491676116568524
80,Greece,2020,37070,4599448,0.8059662811711319
80,Greece,2021,33558,4571642,0.7340469791816595
130,Costa Rica,2009,10992,2064610,0.5324007924014704
130,Costa Rica,2010,11494,2060686,0.5577754204182491
130,Costa Rica,2011,11814,2149242,0.5496821670151616
130,Costa Rica,2012,13482,2321866,0.5806536639065304
130,Costa Rica,2013,15128,2337155,0.6472827005483162
130,Costa Rica,2014,9692,2395003,0.4046759022848823
130,Costa Rica,2015,7390,2380187,0.31047980683870635
130,Costa Rica,2016,7776,2296246,0.33863967536579265
130,Costa Rica,2017,6676,2335223,0.28588276151785075
130,Costa Rica,2018,11526,2459739,0.46858630122952066
130,Costa Rica,2019,12630,2573190,0.49083044780991686
130,Costa Rica,2020,10696,2456537,0.4354096844460312
130,Costa Rica,2021,14078,2529009,0.5566607315355541
132,Colombia,2009,144588,21438903,0.6744188357025543
132,Colombia,2010,144588,21906084,0.6600358147079141
132,Colombia,2011,144588,22469752,0.643478397091343
132,Colombia,2012,144588,23071179,0.6267039928908704
132,Colombia,2013,133358,23198264,0.5748619810516856
132,Colombia,2014,121220,23488075,0.516091676308084
132,Colombia,2015,106590,23882464,0.4463107324269388
132,Colombia,2016,93096,24079276,0.3866229200578954
132,Colombia,2017,89790,24461484,0.36706685497903563
132,Colombia,2018,97660,24812159,0.3935973487837152
132,Colombia,2019,123996,25072923,0.49454146211831784
132,Colombia,2020,112762,25219253,0.4471266456623438
132,Colombia,2021,143374,25983568,0.5517871910432008
135,Mexico,2009,485152,46933484,1.0337012270386745
135,Mexico,2010,501360,47714802,1.0507431215998757
135,Mexico,2011,445362,48766229,0.9132590506434279
135,Mexico,2012,420494,50313010,0.8357560002870033
135,Mexico,2013,432566,51144538,0.8457716442760711
135,Mexico,2014,429338,51654365,0.8311746742022672
135,Mexico,2015,477180,52724092,0.9050511481544338
135,Mexico,2016,475990,53567895,0.888573276960015
135,Mexico,2017,477566,54292612,0.8796150754360463
135,Mexico,2018,484390,55360235,0.8749782221842086
135,Mexico,2019,480692,56818605,0.8460116189054625
135,Mexico,2020,477900,53137902,0.8993580514337959
135,Mexico,2021,477900,56993986,0.8385095227415749
138,Peru,2009,170680,15918391,1.0722189196131695
138,Peru,2010,162200,16255080,0.9978419054227969
138,Peru,2011,174506,16342847,1.0677821312284206
138,Peru,2012,155908,16520323,0.9437345746811366
138,Peru,2013,173874,16618192,1.046287105119498
138,Peru,2014,165360,16683502,0.991158810662174
138,Peru,2015,174750,16688971,1.0470987096807827
138,Peru,2016,169604,16861950,1.0058385892497606
138,Peru,2017,175938,17556265,1.0021379832213744
138,Peru,2018,167084,18029865,0.9267068832739457
138,Peru,2019,169952,18527166,0.9173124481099807
138,Peru,2020,136020,16830784,0.8081619964940433
138,Peru,2021,184612,17866091,1.0333094127864904
143,Iceland,2009,8020,188716,4.249772144386274
143,Iceland,2010,8832,188369,4.68866957938939
143,Iceland,2011,10444,187550,5.568648360437217
143,Iceland,2012,10322,189063,5.459555809439181
143,Iceland,2013,10008,192997,5.185572832738332
143,Iceland,2014,9554,198891,4.80363616252118
143,Iceland,2015,8092,203751,3.9715142502368086
143,Iceland,2016,8726,209633,4.162512581511499
143,Iceland,2017,8314,213259,3.8985458995868876
143,Iceland,2018,7888,217130,3.6328466817114173
143,Iceland,2019,7460,220983,3.375825289728169
143,Iceland,2020,6920,219015,3.159600940574846
143,Iceland,2021,6956,222391,3.1278244173550194
162,New Zealand,2009,3800,2318533,0.1638967398781902
162,New Zealand,2010,3600,2339998,0.15384628533870542
162,New Zealand,2011,3600,2373473,0.15167646735395768
162,New Zealand,2012,3400,2380183,0.14284615930791875
162,New Zealand,2013,3600,2395429,0.15028623265394217
162,New Zealand,2014,3700,2474895,0.14950129197400294
162,New Zealand,2015,4100,2535320,0.16171528643327077
162,New Zealand,2016,3900,2642836,0.1475687481175525
162,New Zealand,2017,4900,2740052,0.1788287229585424
162,New Zealand,2018,5100,2794483,0.18250245215304584
162,New Zealand,2019,5100,2834203,0.17994476754135114
162,New Zealand,2020,5300,2893601,0.18316277883509163
162,New Zealand,2021,5200,2934771,0.17718588605380114
163,United States,2009,270932,157377606,0.172154099230611
163,United States,2010,319478,157357516,0.20302684493316484
163,United States,2011,373452,157443452,0.23719754315346184
163,United States,2012,351130,158452840,0.22159905748612646
163,United States,2013,397294,158809862,0.2501696021875518
163,United States,2014,370526,159540139,0.23224625622270517
163,United States,2015,328094,160644681,0.20423583149945687
163,United States,2016,333904,162448669,0.20554431258528807
163,United States,2017,337492,163971527,0.20582353910749396
163,United States,2018,317622,165307010,0.19214067207434216
163,United States,2019,329044,167100511,0.19691382032937052
163,United States,2020,276684,165649358,0.16702992594755484
163,United States,2021,318950,166198588,0.19190897097152235
171,Brazil,2009,1666406,95703669,1.7412143310827508
171,Brazil,2010,1706458,95367508,1.7893494711007862
171,Brazil,2011,1751338,94948394,1.8445156639510931
171,Brazil,2012,2083934,97188186,2.144225636642709
171,Brazil,2013,2067646,98532617,2.0984381243015195
171,Brazil,2014,2051360,99628945,2.059000022533612
171,Brazil,2015,2035072,101474161,2.005507589266986
171,Brazil,2016,2018782,102923211,1.9614448289997481
171,Brazil,2017,2002494,104715941,1.912310562152137
171,Brazil,2018,1986208,106048382,1.8729262649193459
171,Brazil,2019,1969920,107999623,1.824006367133337
171,Brazil,2020,1953030,101755860,1.9193292651646796
171,Brazil,2021,1953030,106047171,1.8416615753002974
172,Argentina,2009,47572,18324357,0.25961074650532073
172,Argentina,2010,45732,18255867,0.25050576891253645
172,Argentina,2011,47120,18663922,0.25246569290205995
172,Argentina,2012,45028,18835226,0.2390627009200739
172,Argentina,2013,44356,18964106,0.23389449521111091
172,Argentina,2014,44860,19049721,0.235489013198671
172,Argentina,2015,44734,19229476,0.23263244406659858
172,Argentina,2016,43030,19404277,0.22175523468357
172,Argentina,2017,43406,19580710,0.2216773549069467
172,Argentina,2018,44438,20103008,0.22105149637308008
172,Argentina,2019,43614,20607477,0.21164162890973992
172,Argentina,2020,44216,19406591,0.22784011885446548
172,Argentina,2021,42956,21191985,0.2026992752212688
174,Finland,2009,4796,2688826,0.17836780810658628
174,Finland,2010,5068,2678175,0.18923333986763374
174,Finland,2011,5076,2693382,0.18846194115799395
174,Finland,2012,5076,2700773,0.18794619170141288
174,Finland,2013,4892,2686349,0.18210589912181924
174,Finland,2014,4944,2690277,0.18377289773506594
174,Finland,2015,4978,2699822,0.18438252595911878
174,Finland,2016,8252,2694829,0.30621609014894824
174,Finland,2017,8514,2716261,0.3134455783151914
174,Finland,2018,8616,2749812,0.31333051132222856
174,Finland,2019,7658,2758855,0.27757892314021576
174,Finland,2020,7826,2751071,0.2844710296462723
174,Finland,2021,8216,2799859,0.29344334839718716
175,Denmark,2009,4358,2909160,0.14980269218606057
175,Denmark,2010,4230,2888564,0.14643954573968243
175,Denmark,2011,4108,2887130,0.14228663066782585
175,Denmark,2012,3916,2871734,0.1363636047071212
175,Denmark,2013,3886,2850392,0.13633212554624066
175,Denmark,2014,3792,2865028,0.1323547274232573
175,Denmark,2015,3644,2895364,0.1258563690092161
175,Denmark,2016,3656,2939677,0.1243674049904122
175,Denmark,2017,3684,2966464,0.12418825915298483
175,Denmark,2018,3648,2990219,0.12199775334181208
175,Denmark,2019,3602,3032098,0.11879563259498868
175,Denmark,2020,3214,3028252,0.10613383562530464
175,Denmark,2021,3190,3070703,0.10388500613703117
176,Germany,2009,6008,41978630,0.014312044009058894
176,Germany,2010,6410,41949335,0.015280337578652917
176,Germany,2011,6090,41729225,0.014594088435622758
176,Germany,2012,6274,41853628,0.014990337277332325
176,Germany,2013,5826,42212988,0.013801439500089404
176,Germany,2014,6292,42458390,0.014819214765326712
176,Germany,2015,6046,42660629,0.014172317993717347
176,Germany,2016,5648,43567225,0.012963873645842719
176,Germany,2017,7320,43819028,0.016705071595837315
176,Germany,2018,7380,43935038,0.016797527294730004
176,Germany,2019,5552,44433744,0.012495008298197875
176,Germany,2020,5116,43501190,0.011760597813531079
176,Germany,2021,4724,43386527,0.010888172726985038
177,Netherlands,2009,5076,8909191,0.05697487010885724
177,Netherlands,2010,4974,8887012,0.05596931792147912
177,Netherlands,2011,4778,8900853,0.05368024839866472
177,Netherlands,2012,4588,9013873,0.05089931930480938
177,Netherlands,2013,4596,9054383,0.05075994686772141
177,Netherlands,2014,4308,9031991,0.04769712458748022
177,Netherlands,2015,4188,9095975,0.046042342904416514
177,Netherlands,2016,4238,9128587,0.04642558590940745
177,Netherlands,2017,4422,9194515,0.048093890759871506
177,Netherlands,2018,4322,9309225,0.046427065625763694
177,Netherlands,2019,4218,9466453,0.044557343706243514
177,Netherlands,2020,4072,9502134,0.042853531638261465
177,Netherlands,2021,3912,9620091,0.04066489599734555
178,Poland,2009,8360,17842910,0.04685334398929323
178,Poland,2010,8248,18055100,0.04568238337090351
178,Poland,2011,8578,18149148,0.04726392665925695
178,Poland,2012,8662,18268758,0.047414279613315805
178,Poland,2013,8406,18287361,0.045966173030652153
178,Poland,2014,9490,18392967,0.05159580833260887
178,Poland,2015,8684,18332404,0.047369673939108035
178,Poland,2016,8688,18371736,0.04729003290706986
178,Poland,2017,9574,18432689,0.05194033274255319
178,Poland,2018,8770,18388899,0.04769181667700714
178,Poland,2019,8748,18327422,0.047731754089582266
178,Poland,2020,7896,18245536,0.04327633893572652
178,Poland,2021,8026,18519217,0.043338765348448584
179,France,2009,30716,29790243,0.1031075845873429
179,France,2010,30104,29884514,0.10073444727928318
179,France,2011,29702,29908458,0.09930970028611973
179,France,2012,29670,30175391,0.09832515509078242
179,France,2013,28314,30427131,0.09305510927073604
179,France,2014,28158,30406445,0.09260536705293894
179,France,2015,27910,30521969,0.0914423312598214
179,France,2016,27870,30573605,0.09115706178581165
179,France,2017,28044,30547530,0.09180447649940929
179,France,2018,27464,30691326,0.08948456642114452
179,France,2019,27132,30652293,0.08851540078910246
179,France,2020,25694,30379167,0.08457769760441423
179,France,2021,25660,31271173,0.08205640383237303
180,United Kingdom,2009,25406,32084960,0.07918351776034628
180,United Kingdom,2010,24810,32236187,0.07696319667087177
180,United Kingdom,2011,24890,32478068,0.0766363319394491
180,United Kingdom,2012,24470,32778349,0.07465293630255752
180,United Kingdom,2013,23690,33061439,0.07165447335792008
180,United Kingdom,2014,24214,33331376,0.07264626578872711
180,United Kingdom,2015,23514,33614102,0.06995278350735057
180,United Kingdom,2016,23384,33939706,0.06889865221578526
180,United Kingdom,2017,23384,34128763,0.06851698668363691
180,United Kingdom,2018,23922,34415434,0.0695095113430794
180,United Kingdom,2019,24086,34695933,0.06942024011863293
180,United Kingdom,2020,22596,34633314,0.06524353978946398
180,United Kingdom,2021,21448,34311328,0.06250996755357298
181,Ireland,2009,9778,2303515,0.4244817159862211
181,Ireland,2010,8844,2252263,0.39267172617052276
181,Ireland,2011,6486,2231095,0.29070927055997164
181,Ireland,2012,6242,2225018,0.28053705632943193
181,Ireland,2013,6174,2247873,0.27465964491766215
181,Ireland,2014,6308,2258498,0.27930066796605535
181,Ireland,2015,6902,2285833,0.30194681763715897
181,Ireland,2016,6922,2330010,0.29708027004175946
181,Ireland,2017,6124,2354153,0.26013602344452547
181,Ireland,2018,5888,2397838,0.2455545370454551
181,Ireland,2019,6594,2446760,0.2694992561591656
181,Ireland,2020,6376,2432234,0.2621458297186866
181,Ireland,2021,5856,2551560,0.2295066547523868
182,Spain,2009,78110,23364217,0.33431464876396244
182,Spain,2010,82124,23482007,0.349731605139203
182,Spain,2011,73818,23558862,0.31333431979863885
182,Spain,2012,71344,23569775,0.3026927495065184
182,Spain,2013,68058,23332032,0.29169341101538004
182,Spain,2014,68344,23091303,0.2959729037378272
182,Spain,2015,66584,23036096,0.28904203212210955
182,Spain,2016,65016,22977372,0.2829566409944531
182,Spain,2017,68654,22897891,0.2998267395019043
182,Spain,2018,63488,22930164,0.27687547284877684
182,Spain,2019,63868,23139046,0.27601829392620597
182,Spain,2020,62234,22838137,0.2725003357322885
182,Spain,2021,64212,23384158,0.2745961603577944
183,Portugal,2009,38702,5490080,0.7049441902485939
183,Portugal,2010,33840,5491635,0.6162099265519285
183,Portugal,2011,32804,5428758,0.6042634429458819
183,Portugal,2012,33118,5385170,0.6149852279500926
183,Portugal,2013,33594,5289169,0.6351470334942975
183,Portugal,2014,33558,5231791,0.6414247052300063
183,Portugal,2015,34380,5204013,0.660644006846255
183,Portugal,2016,34570,5187357,0.66642800948537
183,Portugal,2017,35284,5226891,0.6750475569511589
183,Portugal,2018,30298,5242420,0.5779391960201586
183,Portugal,2019,28238,5264058,0.5364302596969867
183,Portugal,2020,27928,5166305,0.5405797760681957
183,Portugal,2021,27290,5190888,0.5257289311578288
184,Italy,2009,58828,24612153,0.23902012960832805
184,Italy,2010,58828,24546580,0.23965864083713492
184,Italy,2011,58312,24567360,0.23735558073801985
184,Italy,2012,56968,25127011,0.2267201618210777
184,Italy,2013,53900,25287655,0.21314748243757678
184,Italy,2014,54248,25689865,0.21116498665913583
184,Italy,2015,52008,25654398,0.2027254742052415
184,Italy,2016,52250,25932536,0.20148434383740949
184,Italy,2017,51432,26103399,0.19703181183416
184,Italy,2018,52120,26164164,0.1992037658837485
184,Italy,2019,48870,25907430,0.18863314500898004
184,Italy,2020,43168,25126337,0.1718037929683105
184,Italy,2021,42254,25087249,0.16842819234584072
188,Slovenia,2009,234,1041583,0.022465804453413698
188,Slovenia,2010,248,1040408,0.023836802485178894
188,Slovenia,2011,252,1019339,0.024721903115646513
188,Slovenia,2012,226,1013066,0.022308516917950064
188,Slovenia,2013,230,1007387,0.022831344855552035
188,Slovenia,2014,250,1014398,0.02464515900070781
188,Slovenia,2015,248,1007275,0.02462088307562483
188,Slovenia,2016,202,994139,0.020319090187589463
188,Slovenia,2017,192,1025695,0.018719014911840262
188,Slovenia,2018,178,1035268,0.017193615566210876
188,Slovenia,2019,160,1028736,0.015553067064825182
188,Slovenia,2020,172,1030278,0.01669452322577013
188,Slovenia,2021,178,1045561,0.017024353433228667
189,Lithuania,2009,2014,1507231,0.13362251705279418
189,Lithuania,2010,1966,1483908,0.13248799790822613
189,Lithuania,2011,2144,1477415,0.145118331680672
189,Lithuania,2012,2100,1469043,0.1429502063588336
189,Lithuania,2013,2108,1461653,0.144220276632005
189,Lithuania,2014,2020,1473507,0.13708791339301407
189,Lithuania,2015,2020,1465455,0.1378411483122989
189,Lithuania,2016,1758,1475011,0.11918555183656257
189,Lithuania,2017,1476,1461249,0.1010094788773166
189,Lithuania,2018,1302,1466791,0.08876520240443253
189,Lithuania,2019,1480,1470500,0.10064603876232574
189,Lithuania,2020,1436,1478716,0.09711127762193687
189,Lithuania,2021,1302,1468048,0.08868919817335673
203,India,2009,16842810,459168942,3.668107413066278
203,India,2010,18877878,468646281,4.0281719423267965
203,India,2011,16276882,472419461,3.4454300348985836
203,India,2012,18154578,476025371,3.813783698516355
203,India,2013,16336596,483634725,3.377879038772495
203,India,2014,16336596,490933119,3.327662234985617
203,India,2015,16336596,497800426,3.281756130919824
203,India,2016,16336596,504122684,3.2405992665071186
203,India,2017,16336596,510055221,3.202907318147029
203,India,2018,16336596,515366255,3.169900210094276
203,India,2019,16336596,520273563,3.140001176650215
203,India,2020,16336596,520521842,3.13850345592222
203,India,2021,16336596,535026237,3.0534196026726814
204,Bangladesh,2009,22457456,55755782,40.27825490816361
204,Bangladesh,2010,22553020,56625232,39.82856970899475
204,Bangladesh,2011,22675692,57602724,39.365659165701956
204,Bangladesh,2012,25852130,58662413,44.06932595834406
204,Bangladesh,2013,26380858,59781774,44.128596786037164
204,Bangladesh,2014,26909584,60904130,44.18351267804006
204,Bangladesh,2015,26390882,62009866,42.559166310728685
204,Bangladesh,2016,26579584,63166277,42.07875667581295
204,Bangladesh,2017,26780350,67164738,39.87263376207915
204,Bangladesh,2018,26954846,68748318,39.208007969009515
204,Bangladesh,2019,27116634,70248864,38.60081495410374
204,Bangladesh,2020,30642784,70941233,43.194603059690266
204,Bangladesh,2021,30865946,73234222,42.146888649953844
206,Malaysia,2009,261260,12181257,2.144770445283274
206,Malaysia,2010,269240,12521773,2.1501747396315203
206,Malaysia,2011,278216,13097899,2.1241269305863484
206,Malaysia,2012,283024,13645753,2.074081217797215
206,Malaysia,2013,298034,14299077,2.084288377494575
206,Malaysia,2014,296838,14684559,2.0214294484430892
206,Malaysia,2015,291894,15045055,1.9401324887147304
206,Malaysia,2016,274922,15327169,1.793690667859146
206,Malaysia,2017,271504,15658484,1.7339098727565196
206,Malaysia,2018,265702,16042818,1.6562052876246556
206,Malaysia,2019,259600,16435873,1.5794719270464064
206,Malaysia,2020,245862,16627612,1.4786368601817266
206,Malaysia,2021,259160,16996006,1.5248288333153095
207,Vietnam,2009,1826178,49365082,3.6993314424151063
207,Vietnam,2010,2067770,50409727,4.101926598412247
207,Vietnam,2011,1987700,51233476,3.8796899121191775
207,Vietnam,2012,2048574,51880301,3.9486548083057578
207,Vietnam,2013,1881710,53110641,3.5429999799851783
207,Vietnam,2014,1884260,53761703,3.5048368910486336
207,Vietnam,2015,1847160,54503887,3.3890426934137743
207,Vietnam,2016,1881180,54678041,3.4404670789138185
207,Vietnam,2017,1908586,54999075,3.4702147263385794
207,Vietnam,2018,1908586,55246118,3.454697034097491
207,Vietnam,2019,1908586,55877866,3.415638671670103
207,Vietnam,2020,1908586,54751935,3.485878626938025
207,Vietnam,2021,1908586,55034918,3.4679546538072428
209,China,2009,18536364,775599063,2.3899415154399173
209,China,2010,18514560,774058132,2.391882370922498
209,China,2011,18172412,778323480,2.3348148253217285
209,China,2012,18066368,778937997,2.3193589309522413
209,China,2013,17853648,779042510,2.291742462166795
209,China,2014,17395524,780062420,2.230016926081377
209,China,2015,16779844,780709584,2.149306777307348
209,China,2016,16237646,780524312,2.080351085848047
209,China,2017,15652832,778674707,2.0101888322924557
209,China,2018,15064812,776278514,1.9406452359958013
209,China,2019,14381608,775321104,1.8549228088598502
