rgn_id,admin_country_name,year,value,labor_force_total,cf_prop_percent
209,China,2020,13428544,763684716,1.7583884708778168
209,China,2021,12768454,780370660,1.6362037496386654
210,Japan,2009,360230,66456031,0.5420576501175641
210,Japan,2010,350134,66231664,0.5286504654329688
210,Japan,2011,319156,65813075,0.4849431514938331
210,Japan,2012,300040,65518909,0.4579441333493511
210,Japan,2013,312794,65768575,0.47559795844748043
210,Japan,2014,299806,65973877,0.4544313804689695
210,Japan,2015,280352,66061546,0.42438001678010984
210,Japan,2016,267978,66669411,0.4019504537095731
210,Japan,2017,259650,67225084,0.38623975538654587
210,Japan,2018,256796,68386819,0.3755051101294827
210,Japan,2019,249148,69045531,0.3608459467130465
210,Japan,2020,232064,68898380,0.33682069157504135
210,Japan,2021,222416,68881069,0.3228985891609783
216,Indonesia,2009,5283934,114480686,4.615568079317764
216,Indonesia,2010,5240554,117183517,4.472091411968801
216,Indonesia,2011,5510356,119580336,4.608078706184602
216,Indonesia,2012,5497816,122341620,4.493823115960047
216,Indonesia,2013,5280190,122963171,4.294123156599467
216,Indonesia,2014,5334880,124478015,4.285800990640797
216,Indonesia,2015,5405328,126141821,4.2851196828686975
216,Indonesia,2016,5203276,127339757,4.086136272429042
216,Indonesia,2017,5335144,129760147,4.111542814451343
216,Indonesia,2018,5274538,133327293,3.9560827204374425
216,Indonesia,2019,5472436,136201932,4.017884269071895
216,Indonesia,2020,5698946,136106881,4.187110863263408
216,Indonesia,2021,5851636,134381715,4.35448825757284
218,Canada,2009,102198,18788041,0.5439524003593562
218,Canada,2010,99362,18985996,0.523343626533999
218,Canada,2011,98866,19146747,0.5163592541333523
218,Canada,2012,96530,19315804,0.4997462181745062
218,Canada,2013,90228,19521201,0.46220516862666394
218,Canada,2014,87124,19584895,0.44485303597491843
218,Canada,2015,85014,19691006,0.43174025745561195
218,Canada,2016,89566,19878324,0.4505711849751518
218,Canada,2017,92022,20144897,0.4568005485458675
218,Canada,2018,91866,20348244,0.4514689326508961
218,Canada,2019,102762,20767967,0.49481010827877375
218,Canada,2020,98148,20482633,0.4791766761626789
218,Canada,2021,97166,20967796,0.4634058820488334
222,Sweden,2009,4100,4912421,0.08346190198274944
222,Sweden,2010,3948,4947828,0.07979258777790982
222,Sweden,2011,3802,5012570,0.07584931482253614
222,Sweden,2012,3678,5052398,0.07279711534997836
222,Sweden,2013,3598,5122087,0.07024480451034901
222,Sweden,2014,3610,5174559,0.06976439924638989
222,Sweden,2015,3392,5230067,0.064855765710076
222,Sweden,2016,2864,5307317,0.05396323603809608
222,Sweden,2017,3256,5406464,0.06022420569155736
222,Sweden,2018,3132,5483210,0.05711982579547382
222,Sweden,2019,3088,5554111,0.055598456710713916
222,Sweden,2020,2988,5569519,0.05364915713547256
222,Sweden,2021,2352,5638697,0.04171176426043109
223,Norway,2009,26458,2599655,1.017750432268897
223,Norway,2010,25986,2605230,0.9974551191257586
223,Norway,2011,25536,2626987,0.9720641936941447
223,Norway,2012,24096,2673469,0.9013008940818091
223,Norway,2013,23222,2699916,0.860100832766649
223,Norway,2014,22602,2724239,0.8296628893426752
223,Norway,2015,22260,2762042,0.8059254710826266
223,Norway,2016,22472,2769692,0.81135375341373706
223,Norway,2017,22680,2760886,0.821475424917943
223,Norway,2018,22438,2796121,0.8024688488087603
223,Norway,2019,22096,2825244,0.7820917414566672
223,Norway,2020,21956,2832047,0.7752696194660611
223,Norway,2021,21704,2965991,0.7317621665069112
224,Chile,2009,69662,7672069,0.907994961984831
224,Chile,2010,70294,7836109,0.8970523508542314
224,Chile,2011,74882,8131735,0.9208612922088583
224,Chile,2012,75768,8209415,0.9229403069524442
224,Chile,2013,69216,8324494,0.8314739610599755
224,Chile,2014,72066,8468946,0.8509441434624805
224,Chile,2015,74016,8566113,0.8640558442318003
224,Chile,2016,75302,8661001,0.869437608886086
224,Chile,2017,75374,8872208,0.8495517688494227
224,Chile,2018,74498,9059235,0.8223431669451118
224,Chile,2019,69946,9214285,0.7591039348142585
224,Chile,2020,65956,8852361,0.7450667680633449
224,Chile,2021,65216,9147766,0.7129172302833282
