zone,human_count_2000_mol,human_count_2001_mol,human_count_2002_mol,human_count_2003_mol,human_count_2004_mol,human_count_2005_mol,human_count_2006_mol,human_count_2007_mol,human_count_2008_mol,human_count_2009_mol,human_count_2010_mol,human_count_2011_mol,human_count_2012_mol,human_count_2013_mol,human_count_2014_mol,human_count_2015_mol,human_count_2016_mol,human_count_2017_mol,human_count_2018_mol,human_count_2019_mol,human_count_2020_mol
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,4252.488842483002,4277.643681887805,4302.798550685102,4327.953433466402,4353.108280453671,4378.263202837799,4358.835100517623,4339.406895420742,4319.978566749682,4300.550533292913,4281.122326268634,4300.5438558196465,4319.96551810182,4339.387034776846,4358.808494245233,4378.230238462809,4391.400133116586,4404.570189713561,4417.740219219273,4430.910208318634,4444.080166772393
96,2049175.6308141053,2161912.142750725,2274648.6413255036,2387385.153585717,2500121.6685348153,2612858.182519868,2697539.323754996,2782220.4288256615,2866901.5908411443,2951582.686474934,3036263.8040500283,3120728.480522603,3205193.123135954,3289657.7664206624,3374122.4058555365,3458587.0652983487,3548873.856687546,3639160.603549719,3729447.248542428,3819733.983139515,3910020.71291551
97,1675723.7314011604,1729471.2219009995,1783218.7563446164,1836966.238233924,1890713.7721832395,1944461.310053438,2038695.4507029057,2132929.5799942613,2227163.7823897004,2321397.926887274,2415632.04124102,2496742.9624010623,2577853.806283176,2658964.6963502765,2740075.546166837,2821186.466631174,2911587.6371255815,3001988.7788513005,3092389.8788252175,3182791.0269218385,3273192.207526326
98,1836065.9912745357,1892612.8559932709,1949159.7038261294,2005706.5876393318,2062253.4315679073,2118800.2988653183,2190631.045208335,2262461.7787433267,2334292.5539750457,2406123.2917044163,2477954.0404850245,2568939.545694411,2659925.090469837,2750910.6020365357,2841896.099986613,2932881.6567001343,3046556.822762668,3160231.9504740834,3273907.064664364,3387582.246679902,3501257.3905943036
99,2897353.126273334,2980182.7792744637,3063012.450793147,3145842.089051485,3228671.7583967447,3311501.437307477,3402742.0068571568,3493982.5451130867,3585223.1246774197,3676463.6824014187,3767704.2450209856,3865613.420606494,3963522.564023137,4061431.7697190046,4159340.917837143,4257250.102811575,4369628.728925467,4482007.28930068,4594385.96059382,4706764.554173589,4819143.145508885
100,797078.0077966452,813724.4623879194,830370.8953692317,847017.3752353787,863663.8837450743,880310.3025874794,884338.28349787,888366.2278932929,892394.196428597,896422.1438070536,900450.1263892055,885796.7050698996,871143.245058775,856489.8512768745,841836.4513636231,827183.032691896,799788.5149127245,772393.9954339862,744999.4707216024,717604.9705341458,690210.4281731248
101,102353.47089593156,106151.19089653646,109948.91036288862,113746.63117434888,117544.35141981975,121342.07032085376,126295.62736768785,131249.1852372671,136202.74257528307,141156.29991725332,146109.8561399736,153374.9470497272,160640.03771054238,167905.12973696843,175170.22229682078,182435.3112111961,191133.61923227075,199831.92866629935,208530.238702563,217228.54494479712,225926.8567681673
102,14020052.784535993,14227668.064579437,14435283.36888909,14642898.652230674,14850513.940254001,15058129.25278046,15249851.81191639,15441574.381679917,15633296.94319828,15825019.516021594,16016742.088887492,16178856.88371553,16340971.707997942,16503086.516938021,16665201.349594362,16827316.14676302,16941673.970823247,17056031.763915166,17170389.59376998,17284747.411886033,17399105.237068802
103,213561.9256401062,218707.11079978943,223852.30328178406,228997.48573112488,234142.68054580688,239287.86301231384,245015.38348197937,250742.90237998962,256470.41965293884,262197.9402599335,267925.45710754395,274233.4633293152,280541.4721355438,286849.47772216797,293157.4867591858,299465.49302482605,306201.2606868744,312937.02781295776,319672.79305648804,326408.55861473083,333144.3255252838
104,316725.6644741297,329044.7490557432,341363.81565880775,353682.8964455128,366001.97799515724,378321.03792643547,391898.7594051361,405476.48226320744,419054.206146121,432631.93273067474,446209.65253329277,461778.5394375324,477347.4281681776,492916.32679128647,508485.2204978466,524054.1015691757,541160.2386901379,558266.3855874538,575372.5372283459,592478.700728178,609584.8347444534
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,6564793.868692398,6774813.146623611,6984832.385541916,7194851.562849045,7404870.786855698,7614890.058166504,7854062.830450058,8093235.637084961,8332408.520549774,8571581.403213501,8810754.19657898,9063808.731590271,9316863.247009277,9569917.836696625,9822972.422866821,10076026.983097076,10331139.325004578,10586251.673706055,10841364.053749084,11096476.488918304,11351588.926006317
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,157696.6796875,158337.47366333008,158978.2685546875,159619.0654296875,160259.86041259766,160900.65576171875,160427.3934326172,159954.1309814453,159480.8678894043,159007.6057434082,158534.34286499023,157671.3377380371,156808.3323059082,155945.3247680664,155082.31985473633,154219.3134765625,153646.12005615234,153072.92514038086,152499.72946166992,151926.53475952148,151353.34103393555
110,555190.4336709203,567156.163626062,579121.883453246,591087.6091938149,603053.3219092223,615019.0335763178,627217.7922793302,639416.5656053714,651615.3388657325,663814.0914554183,676012.8552480112,686754.1273846644,697495.4435992107,708236.7259343672,718978.0422350985,729719.3159839843,738599.4579177003,747479.5941100325,756359.6880128025,765239.7701015664,774119.9088866616
111,37916.008889572695,40682.47097286396,43448.932982902974,46215.39497588575,48981.85713112168,51748.31892024167,53190.286383735016,54632.2538846191,56074.222070654854,57516.18928887136,58958.15680200048,59863.36975024268,60768.58214893751,61673.795082839206,62579.00703104865,63484.219984033145,64077.39803181123,64670.57522689458,65263.75336253643,65856.93014573026,66450.10789745487
112,11260338.573608503,11288820.731862053,11317302.80420117,11345784.96450235,11374267.099985495,11402749.226919875,11411759.315746844,11420769.454400852,11429779.67757146,11438789.82149309,11447799.957165375,11463999.633481905,11480199.421915054,11496399.157422215,11512598.900507554,11528798.611942664,11523917.22877498,11519035.880869567,11514154.48445262,11509273.107574046,11504391.737636313
113,75980.78116798401,78490.34923934937,80999.92168045044,83509.48790740967,86019.05940151215,88528.6283493042,91007.71275138855,93486.79702091217,95965.88233470917,98444.96808719635,100924.05254173279,102508.24702262878,104092.44266700745,105676.63650608063,107260.8318195343,108845.02766036987,110223.94894695282,111602.87071609497,112981.79029941559,114360.7115020752,115739.63359069824
114,8848170.561536908,8998952.811748505,9149735.059901953,9300517.321321368,9451299.590394616,9602081.836930513,9760285.67953229,9918489.520522833,10076693.347292066,10234897.176785588,10393101.001473904,10549271.991116762,10705442.946770668,10861613.932386875,11017784.929115772,11173955.883812428,11325015.397534847,11476074.897209883,11627134.406041741,11778193.902501345,11929253.437345624
115,7912298.448241199,8050237.1440725075,8188175.908919248,8326114.63338651,8464053.39467211,8601992.124425318,8739237.240494838,8876482.379545081,9013727.343267238,9150972.464108137,9288217.594049118,9421539.967438426,9554862.378481023,9688184.665510768,9821507.042356785,9954829.39872187,10079658.972437354,10204488.412585046,10329317.988334926,10454147.442065867,10578976.967700334
116,4255049.167361779,4246945.06046064,4238840.948537126,4230736.842318333,4222632.7344318805,4214528.628368355,4202849.922364481,4191171.2247343287,4179492.5268028695,4167813.82024772,4156135.1215360546,4150254.8709516115,4144374.6226561638,4138494.3736371985,4132614.123099829,4126733.877424594,4125019.0790259056,4123304.2912269384,4121589.493703857,4119874.7087520664,4118159.9053690135
117,39501.277394771576,40423.69876527786,41346.11927127838,42268.53826665878,43190.95893859863,44113.3804769516,45615.36717271805,47117.35555410385,48619.33976602554,50121.324769973755,51623.31180334091,52690.938477277756,53758.562292099,54826.1841545105,55893.80846333504,56961.43460679054,57894.78171944618,58828.134076833725,59761.482590675354,60694.83444571495,61628.18504714966
118,22791.189178466797,23435.95317840576,24080.715393066406,24725.478309631348,25370.241439819336,26015.00309753418,26480.670989990234,26946.336853027344,27412.002044677734,27877.667709350586,28343.33335876465,28691.654266357422,29039.975677490234,29388.297164916992,29736.618576049805,30084.939987182617,30353.386184692383,30621.835205078125,30890.27993774414,31158.727935791016,31427.175216674805
119,72134.6206817627,73161.5892906189,74188.55890655518,75215.5285987854,76242.4970741272,77269.46697998047,78159.74202346802,79050.01598739624,79940.2907295227,80830.5665473938,81720.83946609497,82597.92839050293,83475.01699829102,84352.10446548462,85229.19332122803,86106.28268814087,86870.3391418457,87634.39492797852,88398.45064544678,89162.50772857666,89926.56497955322
120,102289.72427845001,103621.96276760101,104954.20075798035,106286.44020366669,107618.67820930481,108950.91653347015,110213.93877506256,111476.96384525299,112739.98461341858,114003.00870990753,115266.03231334686,116501.78685283661,117737.53941249847,118973.29321193695,120209.0463962555,121444.8015050888,122676.36688613892,123907.93451118469,125139.50018310547,126371.0677947998,127602.6336479187
121,7046.463876178415,6995.563199380384,6944.6625647480105,6893.761924967257,6842.8614500119875,6791.960794264654,6842.008444504099,6892.05605054296,6942.103753013784,6992.151371305139,7042.199015668855,7091.108973930022,7140.018937228699,7188.928761285322,7237.838708364099,7286.748675212046,7321.440855889596,7356.13304130848,7390.825283956234,7425.517448238752,7460.20962472535
122,189684.75746411085,191827.65837311745,193970.55812054873,196113.46273994446,198256.36235040426,200399.2647252679,203415.62690788507,206431.98742443323,209448.3503987193,212464.71451979876,215481.072815001,217449.16458523273,219417.25608032942,221385.34689939022,223353.43852955103,225321.5292211771,227100.82106727362,228880.1090350151,230659.39794820547,232438.68911659718,234217.98086065054
123,80989.92725372314,81183.82152557373,81377.71615982056,81571.61154556274,81765.50556945801,81959.40000534058,82098.27061462402,82237.14101409912,82376.01191329956,82514.88348388672,82653.75249481201,82999.15687942505,83344.56037139893,83689.96399307251,84035.36768722534,84380.7712135315,84756.59142303467,85132.41146850586,85508.23333740234,85884.05359649658,86259.87390899658
124,327569.69258117676,328564.3564453125,329559.01889038086,330553.6773071289,331548.3369140625,332542.99893188477,333872.42109680176,335201.837310791,336531.2587890625,337860.67587280273,339190.09381103516,340300.6039733887,341411.1178894043,342521.6258239746,343632.1339035034,344742.6466064453,345558.7045593262,346374.75843048096,347190.8091888428,348006.8648300171,348822.92531585693
125,148903.1597442627,149201.52059936523,149499.88021850586,149798.23956298828,150096.59985351562,150394.9620361328,150809.5311126709,151224.09817504883,151638.66729736328,152053.23516845703,152467.80322265625,153005.31044006348,153542.81678771973,154080.3204345703,154617.82619476318,155155.32958221436,155812.46356201172,156469.59506225586,157126.723777771,157783.85815429688,158440.9896774292
126,1503892.376384735,1509262.544391632,1514632.7377853394,1520002.9029045105,1525373.0863571167,1530743.2710075378,1536666.5456466675,1542589.8398780823,1548513.1197662354,1554436.43258667,1560359.7161064148,1566505.5477714539,1572651.3813171387,1578797.2229499817,1584943.0697784424,1591088.9021110535,1593919.1466522217,1596749.392425537,1599579.6504974365,1602409.8851470947,1605240.1238555908
127,162191.82301330566,162768.50016784668,163345.17764282227,163921.85247802734,164498.52964019775,165075.2071533203,165589.6233444214,166104.04175949097,166618.45811080933,167132.87482452393,167647.29173660278,168055.50311279297,168463.7145652771,168871.92435455322,169280.13703155518,169688.34588623047,170474.11670303345,171259.88821029663,172045.65922927856,172831.429977417,173617.20205688477
129,3403629.7442698516,3470229.963908298,3536830.194654526,3603430.426107047,3670030.655404389,3736630.882378038,3805803.44473448,3874976.0039726943,3944148.5643107146,4013321.1300151534,4082493.6838662215,4153504.04504095,4224514.405938104,4295524.759538453,4366535.133179791,4437545.486558143,4507165.480052903,4576785.474471729,4646405.476909049,4716025.468419693,4785645.464460183
130,1784646.660849182,1818387.7936311793,1852128.9308723658,1885870.0622556508,1919611.1989796609,1953352.3297038674,1985244.0430866405,2017135.7646255177,2049027.4901101664,2080919.2085587848,2112810.921702437,2141838.59516865,2170866.2658419497,2199893.936744388,2228921.6063502748,2257949.2790654544,2284777.464244567,2311605.662280107,2338433.8612063434,2365262.054093592,2392090.2448393777
131,2613206.631621363,2639831.0500285453,2666455.451997866,2693079.826224924,2719704.2405537893,2746328.644129757,2771758.0049078255,2797187.3462765743,2822616.7038685214,2848046.046564895,2873475.414352721,2895812.4019586886,2918149.3838172373,2940486.377281818,2962823.361512156,2985160.3485963317,3005303.944225101,3025447.5213285782,3045591.128640305,3065734.721033212,3085878.316424531
132,7407854.0410607625,7537620.7661252115,7667387.5664544925,7797154.274127843,7926921.0406393595,8056687.774758471,8180802.433921266,8304917.124697143,8429031.837724147,8553146.497498976,8677261.198135221,8789010.089032488,8900758.979307383,9012507.874982085,9124256.80193197,9236005.771416055,9327835.369877126,9419665.130609235,9511494.904426709,9603324.543351451,9695154.270339299
133,2538555.329035955,2586231.995609969,2633908.653356247,2681585.310776973,2729261.9557677256,2776938.59287986,2823058.1637760573,2869177.7049232367,2915297.2412741752,2961416.8064225125,3007536.360621752,3049126.4196796045,3090716.4599024896,3132306.5257839933,3173896.577372774,3215486.6215280485,3257241.126313955,3298995.6360832346,3340750.1617811,3382504.658240655,3424259.165251827
134,4797162.467362881,4820805.115214348,4844447.751024246,4868090.408463001,4891733.052105904,4915375.698353052,4932200.061757088,4949024.408175468,4965848.749311447,4982673.10045433,4999497.440885544,5015906.714812994,5032315.979323864,5048725.274541378,5065134.5413377285,5081543.812199593,5099429.193318367,5117314.589064121,5135199.9641952515,5153085.347048283,5170970.735647678
135,20101833.635004282,20432209.680518176,20762585.75273047,21092961.79258645,21423337.8558927,21753713.926957384,22154909.360307183,22556104.81796133,22957300.244762886,23358495.704913456,23759691.15286888,24114431.93537302,24469172.73867605,24823913.52897641,25178654.291555468,25533395.105435457,25729121.28756262,25924847.46225631,26120573.623156145,26316299.799028322,26512025.98307742
136,1812376.8906282298,1856700.0462498106,1901023.199795898,1945346.3584139608,1989669.5086477697,2033992.6762318052,2078836.6927004047,2123680.7158097997,2168524.7281019315,2213368.7555755824,2258212.7752265297,2303468.095394846,2348723.42386904,2393978.741771918,2439234.0616697147,2484489.3821290247,2529785.125404425,2575080.843753718,2620376.580982633,2665672.311059661,2710968.03646335
137,5801682.218439724,5900267.255382454,5998852.420531138,6097437.31232547,6196022.474675822,6294607.505366613,6400394.058099475,6506180.317108193,6611966.730858277,6717753.001437396,6823539.563078706,6928696.831595588,7033854.335836583,7139011.661082031,7244169.1821369575,7349326.279255029,7451189.190614403,7553052.127823423,7654915.214144646,7756778.147784212,7858641.065312428
138,14320051.016863296,14552041.843585396,14784032.684893444,15016023.491454028,15248014.35113283,15480005.16312163,15723093.268818894,15966181.445147881,16209269.517281218,16452357.708406506,16695445.806877643,16969063.344133545,17242680.819470175,17516298.25808746,17789915.721837953,18063533.157099444,18332351.373456754,18601169.531040292,18869987.69260106,19138805.880804233,19407624.035066035
139,14040637.396838475,14284483.303491073,14528329.246948494,14772175.103566218,15016021.09608291,15259866.917835468,15495184.319577917,15730501.454331191,15965818.671462428,16201135.88332272,16436453.214122072,16658009.232103754,16879565.23220071,17101121.157456737,17322677.350716878,17544233.21289133,17754846.138213508,17965459.193293113,18176072.08059849,18386684.937087655,18597297.90480295
140,958633.3111495972,964804.3066940308,970975.3045425415,977146.3026428223,983317.2978363037,989488.2950134277,989549.3644447327,989610.4290008545,989671.4978961945,989732.5567207336,989793.6246814728,992061.2550792694,994328.8871688843,996596.514509201,998864.144536972,1001131.7760753632,1001971.4391212463,1002811.0940723419,1003650.7596378326,1004490.4191570282,1005330.083436966
141,63009.93997696042,63483.84144151211,63957.742880508304,64431.64505761862,64905.54621890187,65379.44791699946,65417.43126966059,65455.41447085142,65493.39749842882,65531.3806913048,65569.3642540425,65448.28971204162,65327.214838162065,65206.140163600445,65085.06591694057,64963.991186246276,65094.52111521363,65225.05155996978,65355.58184950426,65486.1124981828,65616.64227700606
143,330979.37398769805,334317.79643260385,337656.21715838014,340994.6411123344,344333.0628476106,347671.4824870458,352325.64335328096,356979.8073596545,361633.96981598233,366288.1295997581,370942.29335719993,373255.67108586733,375569.0554493305,377882.4355194984,380195.81610820745,382509.19947143726,385115.7515642205,387722.3144538823,390328.8734117236,392935.4338417059,395541.98836736364
144,37.9091410189867,38.649002350866795,39.38886126130819,40.12872135639191,40.868580266833305,41.6084415987134,42.653474271297455,43.6985085606575,44.74354039132595,45.78857143223286,46.833603374660015,48.06705182045698,49.30050037801266,50.53395093232393,51.767399467527866,53.00084791332483,54.24941951781511,55.49799162149429,56.746567383408546,57.995139591395855,59.24371117353439
145,89299.23300943579,89402.08049325713,89504.92809714428,89607.77604279868,89710.62409034451,89813.47164493192,89554.14073793314,89294.81047369842,89035.47981545594,88776.14940881384,88516.81897129999,88283.05142715306,88049.28369771679,87815.51542905717,87581.74737616509,87347.98001658979,87318.78092921994,87289.58287239843,87260.38405875034,87231.18624004,87201.98715284569
146,233.99253249168396,241.12809312343597,248.26364266872406,255.39918315410614,262.53475058078766,269.67030560970306,277.89384829998016,286.1173791885376,294.3409252166748,302.5644609928131,310.788001537323,320.2654118537903,329.7428300380707,339.2202591896057,348.6976706981659,358.1750810146332,369.09755778312683,380.020024061203,390.9425141811371,401.86497926712036,412.7874562740326
147,395577.82154996437,401723.1823728301,407868.53886389825,414013.8976375859,420159.25537632825,426304.61602282384,431398.00473809964,436491.3974009317,441584.78912290395,446678.1804913017,451771.57035921235,457925.5469569417,464079.5247157102,470233.4987969317,476387.47596799815,482541.4558176382,489004.13888916466,495466.82130217925,501929.50319484575,508392.19162524724,514854.87280283635
148,31965.551101105288,32331.81639752537,32698.080769022927,33064.34600756504,33430.610195316374,33796.87508547865,34401.05573159829,35005.23605651595,35609.416654482484,36213.5973360613,36817.77743543312,37471.0213605091,38124.266337908804,38777.509580325335,39430.7543878071,40083.99867291562,40876.900832138956,41669.80455787666,42462.707949798554,43255.61171021871,44048.514269419014
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,85102.76071238518,85584.5773434639,86066.39399385452,86548.21087479591,87030.02709507942,87511.84405732155,86504.78326773643,85497.72146677971,84490.65959143639,83483.59817194939,82476.53714752197,82489.43484258652,82502.33282732964,82515.2300825119,82528.12835383415,82541.02592563629,82695.84348154068,82850.66121709347,83005.47803592682,83160.29570221901,83315.11337983608
152,203071.45872068405,204316.99672222137,205562.535779953,206808.07451295853,208053.61401176453,209299.15072393417,210725.15306949615,212151.15606451035,213577.15740823746,215003.15968370438,216429.16205501556,218107.5250606537,219785.88977766037,221464.2536354065,223142.6181960106,224820.9813566208,226198.98606300354,227576.99266815186,228954.99724769592,230333.00220060349,231711.0073671341
153,41177.83050727844,41522.229155540466,41866.627552986145,42211.02544307709,42555.42394924164,42899.8224067688,42985.040486335754,43070.258202552795,43155.47566986084,43240.69361114502,43325.91096019745,43321.82263660431,43317.733984947205,43313.64493179321,43309.55591583252,43305.467401981354,43376.02603816986,43446.584203243256,43517.14203739166,43587.70036935806,43658.259256362915
154,2358.0414868593216,2304.202502012253,2250.3634610176086,2196.524427652359,2142.6854367256165,2088.84641957283,2072.4148609638214,2055.983297228813,2039.5517585277557,2023.1201882362366,2006.688630580902,2004.250664114952,2001.8126864433289,1999.374718427658,1996.9367421865463,1994.498775959015,1998.3801536560059,2002.261543393135,2006.142949104309,2010.024344086647,2013.905732512474
155,180659.6192703247,181186.88469791412,181714.147919178,182241.41267633438,182768.67926359177,183295.94437599182,183890.731859684,184485.5227947235,185080.31574583054,185675.10036849976,186269.8932671547,186579.54398059845,186889.19916248322,187198.85578155518,187508.51229906082,187818.15975427628,188984.7326889038,190151.30835151672,191317.880133152,192484.45501470566,193651.01968955994
156,15327.518264770508,14651.99993133545,13976.482109069824,13300.964622497559,12625.446517944336,11949.928970336914,11801.79035949707,11653.652095794678,11505.51318359375,11357.375366210938,11209.236808776855,11436.384532928467,11663.532272338867,11890.679443359375,12117.827251434326,12344.974884033203,12556.319328308105,12767.663963317871,12979.008686065674,13190.353408813477,13401.697982788086
157,123.37310945987701,117.43867194652557,111.504245698452,105.56979870796204,99.63536310195923,93.70093312859535,89.1049684882164,84.50900200009346,79.91304305195808,75.31707659363747,70.72111192345619,66.88614153862,63.05117693543434,59.21620461344719,55.38123422861099,51.54626387357712,48.5794483423233,45.61262893676758,42.645814418792725,39.67899693548679,36.7121766358614
158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,27702.25239944458,27605.299884796143,27508.347984313965,27411.3953704834,27314.444091796875,27217.491847991943,26955.897304534912,26694.303161621094,26432.708465576172,26171.11394882202,25909.519874572754,25749.652366638184,25589.7845993042,25429.917224884033,25270.050170898438,25110.18267059326,25084.804244995117,25059.426387786865,25034.048419952393,25008.67082977295,24983.29253387451
162,4219462.829771737,4281735.597367393,4344008.357901542,4406281.125393609,4468553.892510409,4530826.662030618,4584067.705329795,4637308.74966709,4690549.780766772,4743790.828698417,4797031.876521486,4833952.917087853,4870873.954401916,4907794.997039676,4944716.040458522,4981637.072855171,5027791.191534415,5073945.31485028,5120099.434188781,5166253.555763542,5212407.674048125
163,101738298.99417613,102554835.99987558,103371373.001419,104187909.9786339,105004447.0379185,105820984.05046411,106631086.10126705,107441188.14984545,108251290.27018891,109061392.38115096,109871494.43601479,110503894.03448398,111136293.61535202,111768693.17438999,112401092.74821742,113033492.35706337,113604461.51620942,114175430.74619198,114746399.84708047,115317369.06728265,115888338.23325087
164,233067.67062288895,239900.88889075164,246734.11759917252,253567.33802029677,260400.56247354206,267233.78292563185,274516.4985290654,281799.20391541254,289081.90847459715,296364.6277431054,303647.3347610403,310802.9562008949,317958.5782564664,325114.19117938355,332269.8131968668,339425.4394057039,346737.7543448312,354050.06120603904,361362.3797850292,368674.6841009399,375987.00046499074
166,2833101.898838043,2849330.203224182,2865558.4928588867,2881786.7794532776,2898015.0655784607,2914243.3625679016,2927328.7883987427,2940414.241706848,2953499.6721343994,2966585.1584892273,2979670.5636520386,2990307.9802360535,3000945.371082306,3011582.8099250793,3022220.221343994,3032857.618911743,3042352.0771865845,3051846.5444755554,3061341.035709381,3070835.538204193,3080330.0146713257
167,731093.013838081,730521.4249065622,729949.8444448586,729378.2445004924,728806.6521543551,728235.0711094139,729661.6714764633,731088.2804021288,732514.8835509985,733941.4902005083,735368.0986382433,737251.6388790883,739135.1747685781,741018.7144553666,742902.2509807784,744785.7908778677,747722.2627067852,750658.7318447342,753595.2077198306,756531.678102886,759468.1463885071
168,430202.7018510258,432201.74512849265,434200.7882657504,436199.83207948186,438198.8755024115,440197.91720766434,444830.17583227326,449462.436323158,454094.68795334856,458726.9458491662,463359.20339208085,467741.56926523545,472123.9369075628,476506.3031812417,480888.670279607,485271.03640892747,489128.5469542126,492986.05637968925,496843.56762541534,500701.08216189203,504558.5891889232
169,161638.75467217682,167328.93335303004,173019.1089278948,178709.28782926075,184399.46679825053,190089.64566691403,193013.3605107139,195937.07728875897,198860.80392057615,201784.521132449,204708.2392434416,207590.710759038,210473.18797133805,213355.66718051344,216238.14181562926,219120.6164545235,221277.71332986385,223434.81122249138,225591.90771104232,227749.00695253786,229906.1009366476
171,64676627.76913125,65695751.47653879,66714875.184047244,67733998.86273958,68753122.53658244,69772246.24734364,70604083.5420459,71435920.7825444,72267758.07356115,73099595.34261231,73931432.6355059,74695712.45999354,75459992.2678944,76224272.13133179,76988551.90983735,77752831.69159068,78433970.18117261,79115108.68638562,79796247.17638701,80477385.66539006,81158524.17020237
172,15674457.662960129,15879996.871378936,16085536.11061863,16291075.407891309,16496614.660633797,16702153.841480829,16914001.121106856,17125848.40545791,17337695.682754632,17549543.012950648,17761390.266013287,17991416.448967557,18221442.716960706,18451468.938099016,18681495.087322958,18911521.32812431,19142322.88556769,19373124.427659083,19603925.913755137,19834727.424652133,20065529.01281608
173,2610266.9388217647,2616554.0657784175,2622841.1900957497,2629128.314731021,2635415.4368693163,2641702.5627949764,2654449.4436631617,2667196.324290504,2679943.2014758307,2692690.081917152,2705436.960000997,2719326.562055362,2733216.1665607574,2747105.771330123,2760995.384909415,2774884.98435639,2789766.4269943517,2804647.8665951868,2819529.3131815568,2834410.764187493,2849292.2056167764
174,3437091.6560400235,3457010.094461093,3476928.506682681,3496846.9335425547,3516765.292646266,3536683.752739633,3563550.726151659,3590417.6852593734,3617284.673688339,3644151.6462202133,3671018.634556192,3699977.806931877,3728936.934919824,3757896.186375526,3786855.3545134757,3815814.4885350303,3837286.810195918,3858759.073692878,3880231.422922167,3901703.6894979863,3923176.023738861
175,5797562.728201613,5812965.201522335,5828367.674701773,5843770.147842333,5859172.62782599,5874575.098863974,5901303.769490063,5928032.443121329,5954761.109848611,5981489.7828188315,6008218.457632475,6031442.922705825,6054667.399003226,6077891.879311696,6101116.349546976,6124340.823049344,6144921.794175681,6165502.775153413,6186083.750296835,6206664.733350225,6227245.706791576
176,8366569.4740040945,8358981.640015012,8351393.729794979,8343805.858967023,8336217.970047299,8328630.136979302,8317018.487179368,8305406.924860805,8293795.317362816,8282183.711600611,8270572.147812973,8280184.909260629,8289797.681088337,8299410.585725311,8309023.334383174,8318636.173861319,8316321.844764199,8314007.495173402,8311693.220869097,8309378.884096442,8307064.535456249
177,11706247.961376801,11780876.67936039,11855505.434690699,11930134.18927285,12004762.962379232,12079391.681135774,12134860.695188105,12190329.71553497,12245798.72438255,12301267.685110182,12356736.71371536,12412222.04062806,12467707.335297167,12523192.592096627,12578677.97252062,12634163.250224248,12685713.411083236,12737263.582599714,12788813.703136906,12840363.873332009,12891914.002457753
178,3595061.8518918827,3601211.436806254,3607361.0382218435,3613510.6335069314,3619660.240813896,3625809.8345463574,3634291.842026338,3642773.8525399566,3651255.8754305914,3659737.890527509,3668219.9144512415,3674800.4242732003,3681380.9533793256,3687961.484303415,3694542.0107658356,3701122.540044807,3701935.361970924,3702748.210117817,3703561.0340893194,3704373.8861561716,3705186.710314721
179,16819570.30769326,16949408.20268106,17079246.16111848,17209084.08229052,17338922.016559392,17468759.93878848,17593495.608139426,17718231.28041909,17842966.955637537,17967702.63169358,18092438.29696832,18202912.891795896,18313387.465709493,18423862.051721126,18534336.63445156,18644811.20403775,18750835.77048458,18856860.309743598,18962884.854329854,19068909.408053443,19174933.96067728
180,43310036.342032276,43497605.16009304,43685173.96481043,43872742.798363544,44060311.5990554,44247880.40807109,44606684.35780839,44965488.30754616,45324292.31860396,45683096.26216126,46041900.22538082,46326746.909479655,46611593.62584925,46896440.346328154,47181287.04271153,47466133.76043713,47749546.07340575,48032958.36297497,48316370.68230092,48599782.979219995,48883195.29454489
181,3574276.3706562375,3638048.5611006357,3701820.7497527185,3765592.9451963073,3829365.135580352,3893137.320968425,3965482.5867186696,4037827.8475494185,4110173.1006665737,4182518.368800244,4254863.633336595,4263403.729512155,4271943.816714019,4280483.917584371,4289024.009720614,4297564.10402379,4326310.687947268,4355057.276139552,4383803.861574085,4412550.447668483,4441297.030003429
182,23804634.546131,24190451.484041587,24576268.463044748,24962085.45187156,25347902.41911547,25733719.37660472,26081145.24061536,26428571.03169188,26775996.88143655,27123422.6600743,27470848.457070783,27440174.25013689,27409499.988970637,27378825.732118502,27348151.55039615,27317477.210568517,27352360.334710933,27387243.40952698,27422126.4633148,27457009.655851133,27491892.724501267
183,8061483.803189331,8106044.665464655,8150605.519779398,8195166.376428125,8239727.238067119,8284288.102506182,8313930.68951163,8343573.294987399,8373215.9036938185,8402858.49720458,8432501.097149855,8407786.067350432,8383071.013852818,8358355.991583325,8333640.939709283,8308925.928552764,8291124.712529039,8273323.520275919,8255522.31770717,8237721.122726273,8219919.91557383
