zone,human_count_2000_mol,human_count_2001_mol,human_count_2002_mol,human_count_2003_mol,human_count_2004_mol,human_count_2005_mol,human_count_2006_mol,human_count_2007_mol,human_count_2008_mol,human_count_2009_mol,human_count_2010_mol,human_count_2011_mol,human_count_2012_mol,human_count_2013_mol,human_count_2014_mol,human_count_2015_mol,human_count_2016_mol,human_count_2017_mol,human_count_2018_mol,human_count_2019_mol,human_count_2020_mol
11,453933.1421673298,453489.41954672337,453045.7178772688,452602.0206516981,452158.3095059395,451714.59737336636,452091.6053291559,452468.621055603,452845.6707330942,453222.67481154203,453599.7050472498,454320.00179576874,455040.3228034377,455760.6319261193,456480.9515658617,457201.27489191294,457432.7289992571,457664.1953626871,457895.67590147257,458127.15345698595,458358.6258609891
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,298211.0124022674,297456.77895305195,296702.54488311964,295948.311694859,295194.07751286257,294439.84374569426,291107.4627696223,287775.08342583815,284442.7046545984,281110.325394665,277777.94514245214,280515.8733280439,283253.8025069432,285991.7341567117,288729.66253486887,291467.5919856987,294045.65398703294,296623.71370673995,299201.7754189088,301779.8350031955,304357.89565135207
14,23202544.83635044,23365753.015978575,23528961.104432344,23692169.174565792,23855377.27764845,24018585.393312693,24123982.995483875,24229380.525588274,24334778.081907034,24440175.62216091,24545573.20125079,24583947.33425808,24622321.494945526,24660695.628283024,24699069.72484517,24737443.912662745,24741897.170966864,24746350.456370592,24750803.720095873,24755256.961846113,24759710.240997553
15,91691256.41725272,93472449.81663625,95253643.28095838,97034836.88602668,98816030.26612122,100597223.69928074,102090687.826199,103584152.00442234,105077616.24485053,106571080.38746592,108064544.57490611,109750587.17044815,111436629.74392763,113122672.4169702,114808715.03287947,116494757.5980964,118208562.7950744,119922367.93427768,121636173.19138864,123349978.28628622,125063783.42074972
16,18144123.50266344,18365812.727347013,18587501.951715425,18809191.16523323,19030880.386098273,19252569.604065705,19611301.02833709,19970032.437984105,20328763.846111223,20687495.2633411,21046226.679396465,21389300.794653945,21732374.91226897,22075449.030628648,22418523.174003188,22761597.2779613,23070963.131387644,23380328.99080267,23689694.861368295,23999060.727215096,24308426.57958257
17,2897323.2102714507,2953760.9290529783,3010198.677302261,3066636.4185977043,3123074.159728644,3179511.898158036,3234008.634044376,3288505.3990674284,3343002.097963127,3397498.8699575616,3451995.604211389,3499851.1448267456,3547706.714278869,3595562.2655279054,3643417.8172531375,3691273.3280652636,3732724.0375269926,3774174.732197301,3815625.4239269053,3857076.1273230123,3898526.8053490366
18,1004890.5613309145,1006818.5230095387,1008746.4789375067,1010674.4438509941,1012602.4021170139,1014530.3631560802,1023213.2504256964,1031896.1393895149,1040579.0262571573,1049261.9124953747,1057944.8032448292,1065103.565561533,1072262.3324644566,1079421.0960470438,1086579.8636116982,1093738.6267796755,1098669.6834710836,1103600.743756771,1108531.7954615355,1113462.8529742956,1118393.910057187
19,43486.923486068845,43887.81368804723,44288.70319684595,44689.592848941684,45090.482545249164,45491.37211418152,45772.023617975414,46052.67595735192,46333.328179851174,46613.979803457856,46894.63202212006,47139.63007962704,47384.628436014056,47629.62617842853,47874.62396071851,48119.62232697755,48461.058590218425,48802.49627330899,49143.93219257146,49485.36926358938,49826.80579496175
20,46310053.01380879,46593192.327109516,46876331.558415174,47159470.90253806,47442610.17124796,47725749.30470848,48028167.63804996,48330586.12746513,48633004.62948072,48935423.19523978,49237841.511631966,49487830.404165745,49737819.37269497,49987808.452990055,50237797.460092545,50487786.55554652,50694344.71397495,50900902.651531935,51107460.84368229,51314018.91704059,51520577.06649995
21,19091385.731821477,19241492.82276255,19391599.789254367,19541706.843313336,19691813.7013129,19841920.877159297,19943581.14226103,20045241.159329772,20146901.45713848,20248561.799534976,20350222.098923445,20445834.014924884,20541445.888822377,20637058.06135142,20732670.032214582,20828281.945280492,20915405.848430693,21002529.443638682,21089653.047542334,21176776.617500484,21263900.307776153
24,1125435.3300602734,1143822.1026395708,1162208.8754505813,1180595.6501669288,1198982.4198068678,1217369.1934820712,1230993.8649991602,1244618.5305375159,1258243.1956277788,1271867.8634040952,1285492.5292653441,1295993.0248961449,1306493.523674488,1316994.0175204575,1327494.5115425885,1337995.0078800619,1337764.9701747298,1337534.9326162338,1337304.894769892,1337074.8594858348,1336844.824910462
25,21594396.941048093,22165632.08398645,22736867.292893708,23308102.46478669,23879337.623904698,24450572.7780802,24896370.137101673,25342167.40066045,25787964.55867344,26233761.854802016,26679559.06093862,27198492.799379487,27717426.370610893,28236360.003725737,28755293.742913485,29274227.323326748,29772391.518614344,30270555.74663358,30768719.956336234,31266884.20631151,31765048.416560635
26,545433.8854675293,549554.8248953819,553675.7456002235,557796.686188221,561917.6035609245,566038.5498681068,569250.7612872124,572462.9663805962,575675.1712083817,578887.3798770905,582099.5894880295,584272.6582956314,586445.6780295372,588618.74112463,590791.7897047997,592964.8236055374,594577.263408184,596189.7073459625,597802.1562438011,599414.6013922691,601027.023024559
28,713295.8477249146,731639.095085144,749982.3313751221,768325.5827102661,786668.8280715942,805012.0706939697,825698.8006362915,846385.5305328369,867072.3285522461,887759.0627059937,908445.8341140747,931623.6110305786,954801.400894165,977979.1627426147,1001156.9785614014,1024334.7951126099,1048749.9193878174,1073165.058166504,1097580.1443328857,1121995.2611846924,1146410.4065704346
29,247505.66500854492,256075.086479187,264644.5081253052,273213.92906188965,281783.3550262451,290352.774017334,299648.70443725586,308944.6341705322,318240.55741882324,327536.4862976074,336832.41662597656,346129.4065093994,355426.4074707031,364723.4066772461,374020.3980102539,383317.3949890137,392984.5428619385,402651.68927001953,412318.84103393555,421985.9903717041,431653.1386871338
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,141528.9161348343,144136.1685590744,146743.42214083672,149350.67532730103,151957.92889261246,154565.18219089508,156046.13120412827,157527.0826201439,159008.03214931488,160488.98260855675,161969.9313607216,163134.32321739197,164298.71350193024,165463.1054816246,166627.49730086327,167791.88792157173,168615.2250187397,169438.56027579308,170261.8949918747,171085.23076963425,171908.56824064255
32,815018.0760879517,826815.2270393372,838612.3585605621,850409.5019569397,862206.6398563385,874003.7850646973,882242.963470459,890482.1390647888,898721.3133335114,906960.491142273,915199.6713924408,921596.3599433899,927993.0271663666,934389.7141399384,940786.393831253,947183.082195282,953580.842622757,959978.6020183563,966376.3713130951,972774.1345462799,979171.8953227997
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,1314370.1685504913,1322912.1807947159,1331454.1927747726,1339996.2075943947,1348538.2196993828,1357080.2330765724,1363245.0895380974,1369409.934208393,1375574.7886648178,1381739.6365561485,1387904.492512703,1393964.1281237602,1400023.770453453,1406083.4088721275,1412143.0489788055,1418202.6843948364,1422725.228407383,1427247.770471096,1431770.3134412766,1436292.8565039635,1440815.3984351158
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1946864.306182243,1966554.1694057956,1986244.0157892182,2005933.8807531893,2025623.7235661,2045313.5829490125,2070101.713878572,2094889.8594956398,2119678.01159364,2144466.1438239813,2169254.266316712,2206493.9746882915,2243733.6718817353,2280973.373856485,2318213.062398672,2355452.770849526,2413659.783368528,2471866.811968893,2530073.8019843996,2588280.8211382926,2646487.826118067
40,15279157.25114619,15386270.79188883,15493384.328141551,15600497.832110481,15707611.381151892,15814724.906953,15913465.752567066,16012206.57128574,16110947.397495545,16209688.243002906,16308429.07428208,16383214.10576506,16457999.157555453,16532784.184625741,16607569.223106418,16682354.268257678,16747354.445686074,16812354.64218013,16877354.84355775,16942355.03887059,17007355.20851099
41,8480735.434395758,8665552.587110713,8850369.79868163,9035186.978547761,9220004.176059524,9404821.335279083,9595193.261749428,9785565.160546282,9975937.072651159,10166308.948700445,10356680.867576286,10559027.753733478,10761374.647548834,10963721.53279118,11166068.374632386,11368415.273823299,11569172.856375106,11769930.397402469,11970687.951320253,12171445.499669194,12372203.111619134
42,5798767.571713587,6026583.186909687,6254398.794907328,6482214.406059063,6710030.009423554,6937845.613909625,7193004.547416262,7448163.481990039,7703322.417035021,7958481.359654171,8213640.279853968,8505186.262061719,8796732.236437183,9088278.24200934,9379824.221428728,9671370.207946606,10001778.350545382,10332186.49217613,10662594.650628392,10993002.754974054,11323410.917775106
43,2607300.600310838,2678536.273330074,2749771.9491593856,2821007.6207433194,2892243.3030998018,2963478.9761907104,3042588.192271622,3121697.413210066,3200806.636958165,3279915.855570659,3359025.0740265884,3444409.05129773,3529793.015376268,3615176.9860161673,3700560.9518454596,3785944.9300699197,3869033.241632413,3952121.5589829534,4035209.885777725,4118298.2074589804,4201386.5338856485
44,2876892.890923828,2961179.490371857,3045466.180716872,3129752.881924562,3214039.574634496,3298326.1882152036,3385215.211454015,3472104.254006665,3558993.307534881,3645882.320663091,3732771.3624645844,3826736.6777851954,3920702.039071128,4014667.376355462,4108632.692887783,4202598.006346822,4330073.775851063,4457549.509435043,4585025.258919075,4712501.02212479,4839976.758441582
45,978885.9107456207,1018394.8325640559,1057903.7740231752,1097412.712717533,1136921.624423623,1176430.542342484,1207598.51043123,1238766.4043892622,1269934.3265269995,1301102.2313527465,1332270.2247853875,1365916.7014774084,1399563.1081950665,1433209.6551281214,1466856.0619482994,1500502.5216274858,1541511.8274641037,1582521.1120942235,1623530.3590573668,1664539.656817317,1705548.9536383748
46,754140.901337564,764179.452820614,774217.9800253063,784256.5316352099,794295.0627830923,804333.6034846306,813262.3191958964,822191.0361931324,831119.736207366,840048.4811145961,848977.1575456858,858429.295860678,867881.3918568492,877333.4982752204,886785.6459083259,896237.7454025745,905574.420085907,914911.0859680176,924247.7979091704,933584.4608353376,942921.1499375403
47,4624153.111513406,4768463.813372806,4912774.538057923,5057085.283083424,5201395.977803513,5345706.703437626,5510601.22290352,5675495.696174353,5840390.20334968,6005284.699043006,6170179.239066899,6344214.295993745,6518249.46715188,6692284.603680551,6866319.737909615,7040354.844014943,7213020.821832418,7385686.699067175,7558352.694354534,7731018.592808962,7903684.551193297
48,1773205.4935105145,1815396.3045637347,1857587.1341191903,1899777.965006832,1941968.7755212337,1984159.6270201355,2053483.851726599,2122808.071465306,2192132.3009356707,2261456.5249380916,2330780.758867964,2570945.793820739,2811110.8709276617,3051275.896290779,3291440.9219560325,3531605.978611529,3576290.1346645653,3620974.3312241137,3665658.550631523,3710342.722240746,3755026.891405642
49,540243.2846542001,569753.9290228486,599264.5801012516,628775.2229170799,658285.8719015121,687796.5243688822,723054.9098263979,758313.2891438007,793571.684720993,828830.0702160597,864088.4534024,904745.4715200663,945402.4810476303,986059.5247118473,1026716.5111831427,1067373.5553765297,1119463.3029949665,1171553.0595885515,1223642.861700654,1275732.620179534,1327822.3700652122
50,7992656.973218208,8237540.971787335,8482424.97851283,8727308.859790519,8972192.798220947,9217076.711505137,9465008.049593281,9712939.314596768,9960870.713219713,10208801.967506975,10456733.131034616,10700426.800279014,10944120.51881618,11187814.416359413,11431508.288977474,11675201.92165514,11869611.733601682,12064021.216427088,12258430.689688548,12452840.477843128,12647249.981617853
51,2076571.7009887695,2149340.399641037,2222109.075767994,2294877.8004989624,2367646.5101361275,2440415.1601057053,2612991.8197336197,2785568.475206375,2958145.122657776,3130721.7072763443,3303298.3911828995,3484130.8235149384,3664963.2675390244,3845795.633451462,4026628.0875959396,4207460.474851608,4300176.187618256,4392891.905930519,4485607.575163841,4578323.397931099,4671039.030016899
52,1059351.6251805425,1122676.339824587,1186001.0682659745,1249325.8180134296,1312650.5234749317,1375975.2389009595,1500649.6594122648,1625324.1234390736,1749998.5665242672,1874672.996975422,1999347.4067046642,2035457.905389309,2071568.4133107662,2107678.882034898,2143789.356592655,2179899.8224469423,2213553.2895259857,2247206.7707264423,2280860.232452154,2314513.7311935425,2348167.1808309555
53,11447279.904108703,11679651.996165723,11912024.173583746,12144396.244116455,12376768.2629956,12609140.309080869,12863391.814858824,13117643.035448432,13371894.365660131,13626145.802635938,13880397.02942285,14165764.757956415,14451132.475295395,14736500.281208873,15021868.076735407,15307235.674855858,15597660.593458205,15888085.670450479,16178510.65224269,16468935.405298024,16759360.464988708
54,2017605.0256063938,2217165.579654813,2416726.1391225457,2616286.6352769136,2815847.2114908695,3015407.748573005,3551409.6380006075,4087411.536486864,4623413.374320269,5159415.224099755,5695417.105231881,5828496.2711058855,5961575.623424172,6094654.860602975,6227734.021379113,6360813.348228812,6473700.915800452,6586588.486084223,6699476.014627218,6812363.5575279,6925251.137757897
55,389438.1222201271,391579.8638433778,393721.604682233,395863.34347187326,398005.08434254373,400146.82478202507,401543.29703316255,402939.7678928984,404336.2389336552,405732.71081951447,407129.1819968462,405876.0153295921,404622.8440143042,403369.6759177185,402116.5050473214,400863.3386462132,399911.3989302174,398959.4606903505,398007.52205517184,397055.5830612346,396103.6451263515
56,510157.684967041,518356.7269229889,526555.7612175941,534754.8061733246,542953.8496017456,551152.8827943802,554904.9175796509,558656.950966835,562408.985622406,566161.0261993408,569913.061006546,576976.4149074554,584039.7844009399,591103.1462249756,598166.5171871185,605229.870054245,612896.5721616745,620563.27734375,628229.977060318,635896.6821336746,643563.3812294006
57,305128.2566466564,306024.30371911987,306920.3511347561,307816.39907693927,308712.4466469938,309608.4933014448,309936.0194233636,310263.54318466905,310591.070516223,310918.5950532935,311246.12005247915,309584.4215589274,307922.72235460754,306261.0262937029,304599.32621260034,302937.6276861983,301555.5478267008,300173.4692151472,298791.3908759421,297409.31152760587,296027.2314202059
58,1971931.2505288124,2017550.7905845642,2063170.3413939476,2108789.8830928802,2154409.413432598,2200028.9350352287,2244026.069006443,2288023.1693758965,2332020.2458028793,2376017.3635644913,2420014.486014366,2431142.483827591,2442270.499089241,2453398.527999878,2464526.5513477325,2475654.5707349777,2492349.326034546,2509044.1145248413,2525738.878370285,2542433.6686639786,2559128.4480690956
59,3700407.75226593,3718240.953804016,3736074.1508979797,3753907.349193573,3771740.554473877,3789573.744949341,3812453.9162216187,3835334.1177330017,3858214.297519684,3881094.5005340576,3903974.672111511,3926520.723258972,3949066.737346649,3971612.7742500305,3994158.8072776794,4016704.8514404297,4036448.1326522827,4056191.398021698,4075934.6872558594,4095677.958343506,4115421.231815338
60,71568.301513671875,72472.564208984375,73376.82568359375,74281.09033203125,75185.353271484375,76089.618896484375,76943.2841796875,77796.94775390625,78650.615478515625,79504.27783203125,80357.947265625,81041.742919921875,81725.538818359375,82409.328369140625,83093.125,83776.92041015625,83947.577392578125,84118.232177734375,84288.89453125,84459.548828125,84630.2060546875
61,7730297.034589294,7816167.180047266,7902037.301892292,7987907.455803618,8073777.588936303,8159647.735453121,8269764.313974205,8379880.892113101,8489997.486012094,8600114.073059559,8710230.652835485,8836333.854413973,8962437.046737082,9088540.261208292,9214643.506025748,9340746.706871666,9464851.736182367,9588956.746003482,9713061.751837434,9837166.757354824,9961271.77859145
62,15720857.500002343,15910384.76580063,16099911.985180607,16289439.282780383,16478966.49084109,16668493.71862311,16896479.441884257,17124465.133481327,17352450.838742025,17580436.53591673,17808422.21745602,18105823.500384334,18403224.78282345,18700626.083625022,18998027.35524915,19295428.62959153,19580292.652001295,19865156.67537448,20150020.606164794,20434884.62499902,20719748.64685828
63,297489.2177015599,324592.6557169291,351696.1027655001,378799.5474967561,405902.98804600025,433006.4404911157,454117.8584898263,475229.2900843825,496340.71624686103,517452.1299006422,538563.5486606611,555710.0094076544,572856.489561843,590002.9527471599,607149.4133097988,624295.8849806564,641729.0317652072,659162.1715167526,676595.3199612186,694028.4755020903,711461.6294134797
64,839563.4687485206,877650.2499285201,915737.0243767975,953823.8037946951,991910.5855471343,1029997.3739136541,1072031.4923266722,1114065.6256733052,1156099.7540649027,1198133.8765442409,1240168.0100455415,1289277.7826911034,1338387.5372352442,1387497.302517186,1436607.060922224,1485716.8292668434,1540843.9811782176,1595971.1234783037,1651098.264987262,1706225.4177566255,1761352.55342584
65,863001.845582068,895863.7443125546,928725.6416544765,961587.5497827232,994449.4756721705,1027311.3531350046,1068653.401940167,1109995.4542284012,1151337.526857555,1192679.591922149,1234021.6180191487,1285492.4878817052,1336963.3402665108,1388434.215008065,1439905.0571124852,1491375.9201384038,1552684.4563739896,1613992.9735740125,1675301.5283569098,1736610.0913256705,1797918.6020886153
66,5825653.725099325,5992034.906839728,6158416.154487759,6324797.295215875,6491178.480736852,6657559.555464864,6856938.820313692,7056318.147986144,7255697.364988238,7455076.705610931,7654456.00067848,7911080.517264187,8167704.926218659,8424329.448610485,8680954.11547193,8937578.513454914,9216138.328519613,9494698.230987638,9773258.08220017,10051817.772782266,10330377.742661178
67,2805680.5977882287,2854495.4935190026,2903310.333191271,2952125.2887215717,3000940.1324663647,3049755.0473967874,3098563.259852345,3147371.564122786,3196179.9116440653,3244988.184333708,3293796.414884714,3295193.525786861,3296590.6417617835,3297987.8417923264,3299384.9945374327,3300782.097381061,3345131.730332199,3389481.3012937177,3433830.8518613824,3478180.447124486,3522530.1427344363
68,502118.6788253784,505130.9905014038,508143.29566192627,511155.60803985596,514167.9142379761,517180.22357940674,521579.9356536865,525979.6484298706,530379.3600006104,534779.0755844116,539178.7839050293,541459.4403533936,543740.0973892212,546020.7476043701,548301.406463623,550582.0623626709,552311.5999221802,554041.1353759766,555770.672088623,557500.2069625854,559229.7464523315
69,1718902.3553456068,1697172.2793856785,1675442.2362904921,1653712.201154843,1631982.1768692136,1610252.1274604797,1589624.8681785688,1568997.576899968,1548370.329983063,1527743.0356495231,1507115.820936568,1489049.653854899,1470983.4957773685,1452917.3630438447,1434851.2056233734,1416785.0276250169,1408645.6209975854,1400506.267144695,1392366.8513071537,1384227.4774002284,1376088.0990000218
70,1177505.7087125338,1169253.1836617924,1161000.669344986,1152748.145126816,1144495.628449874,1136243.1057606498,1134248.5241326152,1132253.9482426625,1130259.3813294885,1128264.8080939502,1126270.2221695054,1126585.9300102163,1126901.6445884882,1127217.34279579,1127533.0486666993,1127848.7645543364,1129860.7855352238,1131872.8107921972,1133884.8342169726,1135896.8623199586,1137908.8839410932
71,1082937.344145134,1081014.0825245902,1079090.807633914,1077167.5567829087,1075244.2894860879,1073321.0080595165,1071899.3584222347,1070477.7124380097,1069056.0726663694,1067634.430503875,1066212.784908861,1064642.8671523035,1063072.9429142922,1061503.039987743,1059933.1230032519,1058363.209096916,1055829.76062873,1053296.292740345,1050762.8221131414,1048229.3561480716,1045695.9083753526
72,896275.246316161,891151.1704704184,886027.1110153105,880903.044706909,875778.9708239064,870654.906655062,861008.3909742925,851361.8718944751,841715.3563992716,832068.8519381881,822422.3371792529,805082.72359062545,787743.0978319943,770403.4790878445,753063.8433530452,735724.2285974398,674289.311218746,612854.4086366408,551419.4987890981,489984.58316076454,428549.67437080014
73,15869989.959618494,15827237.706171146,15784485.382023808,15741733.056096105,15698980.76570469,15656228.54367902,15662589.153980609,15668949.93713545,15675310.507391285,15681671.25574383,15688031.969450124,15709977.73430328,15731923.631125059,15753869.48726508,15775815.288491411,15797761.167106463,15799545.025604822,15801328.863732357,15803112.870535906,15804896.799673082,15806680.665072098
74,1265611.4040569272,1252054.2294315314,1238497.0540289516,1224939.8751631025,1211382.698040571,1197825.521487561,1188198.4162363466,1178571.320195361,1168944.2226190781,1159317.1223287582,1149690.022661306,1140185.4035958946,1130680.8062310433,1121176.1751408111,1111671.5734441327,1102166.9572538696,1106745.0246913424,1111323.08646244,1115901.1425666856,1120479.2065469688,1125057.2744339798
75,7440188.627828337,7395165.524827709,7350142.51498155,7305119.42478534,7260096.393843211,7215073.290811489,7193964.559018128,7172855.826610514,7151747.168589955,7130638.388498165,7109529.690326938,7098143.505199308,7086757.282773147,7075370.9481599135,7063984.737548971,7052598.568188434,7030900.9345799275,7009203.336548608,6987505.679030854,6965808.088630754,6944110.464649454
76,33509284.862184733,34097564.235156536,34685843.609333694,35274123.00659287,35862402.342803866,36450681.659415245,37019722.15826145,37588762.73100206,38157803.23856872,38726843.78205973,39295884.32995221,40069109.179863214,40842334.020062,41615558.76981899,42388783.68660593,43162008.52673668,43624333.47254512,44086658.56709486,44548983.74803132,45011308.8062447,45473633.68012467
77,2531918.8649457376,2574415.5966701657,2616912.3380604293,2659409.0269814376,2701905.7604218684,2744402.5084474515,2808146.23867066,2871890.01117214,2935633.771721117,2999377.532368321,3063121.2709793337,2986284.6556872614,2909448.011068035,2832611.392882265,2755774.7599310167,2678938.118415408,2736391.4724915773,2793844.780516941,2851298.1051344536,2908751.4393468797,2966204.75434231
78,3724485.853286678,3898948.430313609,4073410.9963697405,4247873.5775092365,4422336.126366067,4596798.707397401,4679274.711653792,4761750.717229194,4844226.742931092,4926702.725184118,5009178.746843122,5359812.248514222,5710445.749344612,6061079.26457338,6411712.751290511,6762346.28886861,6773743.428989594,6785140.623059873,6796537.7790474715,6807934.974350559,6819332.131730789
79,6729801.903991625,6869391.509530291,7008981.119126856,7148570.807599083,7288160.382648021,7427750.020687163,7620463.152267009,7813176.265272707,8005889.374679133,8198602.465946019,8391315.599525183,8563463.731573924,8735611.875874951,8907759.934689224,9079908.028533906,9252056.198483974,9433591.99669674,9615127.783834785,9796663.606913209,9978199.386744201,10159735.168327257
80,11520643.54004625,11546060.050703164,11571476.587600922,11596893.097594755,11622309.63798936,11647726.149347499,11671570.447695492,11695414.74480404,11719259.04171654,11743103.349870652,11766947.624503024,11721267.347257057,11675587.037530292,11629906.76504798,11584226.462031957,11538546.178955326,11512523.698010055,11486501.17291331,11460478.683230156,11434456.158816084,11408433.682661848
81,1048016.440115561,1067637.8367750794,1087259.264016475,1106880.693787348,1126502.1007449299,1146123.5243359213,1161646.8076509929,1177170.097398926,1192693.4163385965,1208216.6930834863,1223739.9945973135,1237106.9223251892,1250473.8675765991,1263840.8010393083,1277207.7315665707,1290574.6631124828,1301968.2627157993,1313361.8702564717,1324755.4726042491,1336149.06482476,1347542.665268288
82,2360301.7817150354,2367274.8622632027,2374247.9358778,2381221.0069237947,2388194.0704768896,2395167.136850834,2380487.050374925,2365806.9517589808,2351126.8619035482,2336446.758181989,2321766.6821927726,2335032.4636573195,2348298.2810823023,2361564.0702246428,2374829.872464597,2388095.674842596,2409343.3077954054,2430590.9224170446,2451838.5579027534,2473086.173909843,2494333.8228259087
84,16809227.257140517,16983365.43516946,17157503.63482988,17331641.757758856,17505779.940778017,17679918.08889079,17927987.14607787,18176056.213921547,18424125.257193565,18672194.33654189,18920263.36815548,19261030.69196415,19601798.026441097,19942565.259932995,20283332.56863022,20624099.860765696,20938285.61627078,21252471.344352007,21566657.1519233,21880842.89914632,22195028.634399176
85,834.2493069469929,820.0853582918644,805.9214752316475,791.7575687766075,777.5936585068703,763.4297742545605,773.6638258397579,783.8978785872459,794.131955742836,804.3660073578358,814.6000677645206,820.3698611557484,826.1395961046219,831.9093012809753,837.6791030168533,843.4488372802734,862.6285581886768,881.8083388805389,900.9880872666836,920.1678066849709,939.3475838303566
86,5546.952939748764,5347.355693101883,5147.758438229561,4948.161139130592,4748.563850164413,4548.966652929783,4509.1410274505615,4469.315434277058,4429.489806830883,4389.664227485657,4349.838640153408,4287.110567212105,4224.382438182831,4161.654309689999,4098.926161170006,4036.198088169098,4034.6244609355927,4033.050935924053,4031.4773909449577,4029.903796315193,4028.3302236795425
88,324.74878787994385,318.5776307582855,312.40644884109497,306.2353129386902,300.06413888931274,293.8929806947708,297.138858795166,300.38472080230713,303.6305787563324,306.87642097473145,310.1223211288452,311.6083722114563,313.09445118904114,314.5805127620697,316.0665559768677,317.5526428222656,323.99116039276123,330.4296760559082,336.8681523799896,343.30666613578796,349.74518370628357
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
