rgn_id,area
1,596.25
2,482.25
3,331.5
4,751.5
5,20093
6,16654
7,37315
8,2958
9,16181.25
10,197
11,24848.5
12,209.5
13,4102.5
14,9384.75
15,143774
16,248383.5
17,96966.75
18,26032.75
19,2414
20,33405.25
21,12125.25
22,4555
23,28757
24,12472.75
25,2498
26,1003.75
27,241
28,6663.25
29,1226.25
30,170.25
31,300
32,223.25
33,121.25
34,3488.25
35,2706.5
36,27296.25
37,9502
38,21159.25
39,33696.75
40,3587.5
41,18400
42,17905.25
43,2011.75
44,20370
45,13952.75
46,8048
47,38538
48,2394.5
49,1672
50,6842
51,10360.5
52,4823
53,6299.25
54,1956
55,7243.75
56,373
57,89.75
58,8486
59,9974.5
60,5911.5
61,4995.5
62,1121
63,3278.75
64,10128.5
65,778.75
66,2816
67,9684
68,1832
69,1930.5
70,374020.25
71,1708.25
72,15343.75
73,30210.5
74,1040.75
75,1319.25
76,1294.75
77,64237.75
78,3756.5
79,2186.25
80,7325.5
81,327.25
82,380.25
83,986.5
84,6022
85,750.5
86,1380.25
87,439.25
88,7426.75
89,989.75
90,13227
91,3757.75
92,3393.5
93,276
94,688.25
95,948.25
96,8706.75
97,16936
98,1589.25
99,3085.75
100,259
101,3152.25
102,160
103,498
104,37885.25
105,3768
106,41988.5
107,1295.5
108,8309.75
109,7706.5
110,6267.25
111,1392
112,847
113,741
114,1194.5
115,340
116,748.5
117,821.75
118,610.25
119,1201.25
120,3472.25
121,1746.25
122,19502.75
123,7305.75
124,10215.5
125,17183.75
126,8877
127,1911.5
128,78568.25
129,2176.5
130,15809.5
131,16739.5
132,25886.5
133,3790.5
134,2983.25
135,20701.75
136,795.25
137,170737.25
138,702.5
139,44909.5
140,2734.75
141,143.25
142,1912
143,1341.75
144,2409.5
145,4153.25
146,466.25
147,7434.5
148,947.25
149,1510.75
150,261
151,206.25
152,975.75
153,49999.25
154,288518.5
155,8815.5
156,3886.75
157,3164.25
158,2458.75
159,2818.25
160,80510.75
161,31391.25
162,4251.25
163,29401.5
164,17881
165,10804.75
166,6159
167,3471.75
168,24071
169,52700.5
170,14602.25
171,21315
172,5270.75
173,36984.5
174,21
175,684.5
176,14462.25
177,123.25
178,849
179,3071.25
180,16170.25
181,272.75
182,7968.75
183,3326
184,2970.75
185,6123
186,2960.5
187,5549.5
188,371.5
189,9713.5
190,11384.75
191,41021.5
192,8704.25
193,44077.5
194,36421
195,28751.25
196,603
197,92425.25
198,102282.75
199,7924.25
200,283374.75
201,19809
202,90
203,404364
204,621887.75
205,895.5
206,156.5
207,645.75
208,32976.75
209,104353.25
210,119571.5
211,1176
212,867
213,3894.75
214,12.75
215,311.5
216,996.5
217,656.75
218,1007
219,179
220,211.25
221,494.25
222,4.5
