"rgn_id","taxa_code","sust_coeff"
14,"Abalones_1","global_species"
163,"Abalones_2","global_species"
25,"Abalones_3","global_species"
102,"Abalones_4","global_species"
224,"Abalones_5","global_species"
216,"Akiami paste shrimp_6","taxon_group_avg"
14,"Amberjacks nei_7","region_family_avg"
207,"Aquatic invertebrates nei_8","global_avg"
143,"Arctic char_9","none"
183,"Atlantic ditch shrimp_10","taxon_group_avg"
182,"Atlantic ditch shrimp_11","taxon_group_avg"
183,"Atlantic salmon_12","global_species"
143,"Atlantic salmon_13","global_species"
75,"Baltic prawn_14","taxon_group_avg"
216,"Banana prawn_15","region_family_avg"
207,"Banana prawn_16","region_family_avg"
13,"Banana prawn_17","region_family_avg"
208,"Banana prawn_18","region_family_avg"
15,"Banana prawn_19","region_family_avg"
25,"Banana prawn_20","region_family_avg"
206,"Banana prawn_21","region_family_avg"
216,"Banded grouper_22","taxon_group_avg"
216,"Barramundi(=Giant seaperch)_23","global_species"
25,"Barramundi(=Giant seaperch)_24","global_species"
206,"Barramundi(=Giant seaperch)_25","global_species"
16,"Barramundi(=Giant seaperch)_26","global_species"
14,"Barramundi(=Giant seaperch)_27","global_species"
15,"Barramundi(=Giant seaperch)_28","global_species"
208,"Barramundi(=Giant seaperch)_29","global_species"
79,"Barramundi(=Giant seaperch)_30","global_species"
147,"Barramundi(=Giant seaperch)_31","global_species"
40,"Barramundi(=Giant seaperch)_32","global_species"
203,"Barramundi(=Giant seaperch)_33","global_species"
54,"Barramundi(=Giant seaperch)_34","global_species"
216,"Barred-chest grouper_35","taxon_group_avg"
20,"Bastard halibut_36","taxon_group_avg"
14,"Blackhead seabream_37","family_avg"
216,"Blacktail snapper_38","taxon_group_avg"
163,"Blue crab_39","global_avg"
137,"Blue shrimp_40","region_family_avg"
129,"Blue shrimp_41","region_family_avg"
147,"Blue shrimp_42","georegion_family_avg"
5,"Blue shrimp_43","georegion_family_avg"
134,"Blue shrimp_44","region_family_avg"
131,"Blue shrimp_45","region_family_avg"
139,"Blue shrimp_46","region_family_avg"
247,"Blue shrimp_47","region_family_avg"
6,"Blue shrimp_48","region_family_avg"
216,"Blue shrimp_49","region_family_avg"
18,"Blue shrimp_50","region_family_avg"
135,"Blue shrimp_51","region_family_avg"
14,"Blue swimming crab_52","global_avg"
208,"Blue swimming crab_53","global_avg"
216,"Bluespot mullet_54","taxon_group_avg"
16,"Brine shrimp_55","taxon_group_avg"
191,"Brine shrimps nei_56","taxon_group_avg"
16,"Brown tiger prawn_57","region_family_avg"
208,"Brown-marbled grouper_58","taxon_group_avg"
