rgn_id,year,tonnes,sust_tonnes,sust_tonnes_orig,peak_sust_tonnes,rel_sust_tonnes,product
7,2004,1711.2,1146.5040000000001,1146.5040000000001,7831.362000000001,0.14639905548996457,seaweeds
7,2005,2608.8,1447.2000000000003,1747.8960000000002,7831.362000000001,0.18479544171243778,seaweeds
7,2006,1353.6,1267.104,906.912,7831.362000000001,0.1617986756326677,seaweeds
7,2007,865.6,1095.316,579.952,7831.362000000001,0.13986277227383945,seaweeds
7,2008,1159.2,1002.8560000000001,776.6640000000001,7831.362000000001,0.1280563968311004,seaweeds
7,2009,4028.8,1240.7060000000001,2699.2960000000003,7831.362000000001,0.15842786989032048,seaweeds
7,2010,7104,2203.898,4759.68,7831.362000000001,0.28141950276337624,seaweeds
7,2011,7217.6,3267.858,4835.792,7831.362000000001,0.4172783738001129,seaweeds
7,2012,6990.4,4244.584000000001,4683.568,7831.362000000001,0.541998186266961,seaweeds
7,2013,11812,5548.27,7914.040000000001,7831.362000000001,0.708468080009582,seaweeds
7,2014,12162.4,6395.552000000001,8148.808,7831.362000000001,0.8166589668565953,seaweeds
7,2015,12200,7230.104,8174.000000000001,7831.362000000001,0.923224338244101,seaweeds
7,2016,10580,7831.362000000001,7088.6,7831.362000000001,1,seaweeds
7,2017,4780,6653.502,3202.6000000000004,7831.362000000001,0.8495970432729325,seaweeds
7,2018,5520,5540.9000000000005,3698.4,7831.362000000001,0.7075269921119723,seaweeds
7,2019,5600,4435.4000000000005,3752,7831.362000000001,0.5663638074705268,seaweeds
7,2020,5500,3584.5,3685,7831.362000000001,0.45771093201923235,seaweeds
7,2021,12455.74,4870.18645,8345.345800000001,7831.362000000001,0.621882432455555,seaweeds
7,2022,11871.3,5934.0292,7953.771,7831.362000000001,0.757726331639375,seaweeds
9,2004,0.1,0.067,0.067,0,1,seaweeds
9,2005,0.1,0.067,0.067,0,1,seaweeds
9,2006,0.1,0.067,0.067,0,1,seaweeds
9,2007,0.1,0.067,0.067,0,1,seaweeds
9,2008,0,0.05025,0,0,1,seaweeds
9,2009,0,0.0335,0,0,1,seaweeds
9,2010,0,0.01675,0,0,1,seaweeds
9,2011,0,0,0,0,NA,seaweeds
9,2012,0,0,0,0,NA,seaweeds
9,2013,0,0,0,0,NA,seaweeds
9,2014,0,0,0,0,NA,seaweeds
9,2015,0,0,0,0,NA,seaweeds
9,2016,0,0,0,0,NA,seaweeds
9,2017,0,0,0,0,NA,seaweeds
9,2018,0,0,0,0,NA,seaweeds
9,2019,0,0,0,0,NA,seaweeds
9,2020,0,0,0,0,NA,seaweeds
9,2021,0,0,0,0,NA,seaweeds
9,2022,0,0,0,0,NA,seaweeds
14,2004,9092,6091.64,6091.64,2956.3415,1,seaweeds
14,2005,2401,3850.155,1608.67,2956.3415,1,seaweeds
14,2006,5948,3895.1566666666668,3985.1600000000003,2956.3415,1,seaweeds
14,2007,9389,4494.0250000000005,6290.63,2956.3415,1,seaweeds
14,2008,6879,4123.3475,4608.93,2956.3415,1,seaweeds
14,2009,4383,4455.3325,2936.61,2956.3415,1,seaweeds
14,2010,4888,4277.7825,3274.96,2956.3415,1,seaweeds
14,2011,4882.8,3522.994,3271.476,2956.3415,1,seaweeds
14,2012,3496,2956.3415,2342.32,2956.3415,1,seaweeds
14,2013,3234,2763.884,2166.78,2956.3415,0.9349001121825743,seaweeds
14,2014,958,2105.609,641.86,2956.3415,0.7122346995433376,seaweeds
14,2015,641,1395.1075,429.47,2956.3415,0.47190336434407193,seaweeds
14,2016,468,887.9175,313.56,2956.3415,0.3003433466668178,seaweeds
14,2017,838.6,486.68800000000005,561.8620000000001,2956.3415,0.16462509490192526,seaweeds
